teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
160000;5;10;SLD;MUSIELAK Tomasz;180;0.26;2.01;N;M
160000;5;11;SLD;TROJAN Patryk Daniel;123;0.18;1.37;N;M
160000;5;12;SLD;BEREK Ewa;210;0.31;2.34;N;K
160000;5;13;SLD;WRÓBEL Władysława Krystyna;170;0.25;1.89;N;K
160000;5;14;SLD;JAKUBOWSKA Genowefa;312;0.45;3.48;N;K
180000;1;01;PO;Kubas-Hul Teresa Krystyna;11890;7.01;34.13;T;K
180000;1;02;PO;Stępień Danuta Waleria;3781;2.23;10.85;N;K
180000;1;03;PO;Ulijasz Bogusław Andrzej;3361;1.98;9.65;N;M
180000;1;04;PO;Ordyczyński Marek Stefan;4609;2.72;13.23;T;M
180000;1;05;PO;Ożóg Krzysztof;2400;1.41;6.89;N;M
180000;1;06;PO;Kachaniak Marek Mieczysław;772;0.46;2.22;N;M
180000;1;07;PO;Zebzda Jolanta Małgorzata;374;0.22;1.07;N;K
180000;1;08;PO;Lelek Kamila Maria;461;0.27;1.32;N;K
180000;1;09;PO;Kraska Rafał;346;0.20;0.99;N;K
180000;1;10;PO;Walawender Robert Paweł;3662;2.16;10.51;N;M
180000;1;11;PO;Ćwikła Jan Mieczysław;498;0.29;1.43;N;M
180000;1;12;PO;Rzońca Sebastian Krzysztof;240;0.14;0.69;N;M
180000;1;13;PO;Dołowacki Henryk Jan;76;0.04;0.22;N;M
180000;1;14;PO;Kopiec Anna;543;0.32;1.56;N;M
180000;1;15;PO;Tomaka Agnieszka Iwona;1219;0.72;3.50;N;K
180000;1;16;PO;Święs Tadeusz Krzysztof;607;0.36;1.74;N;M
180000;1;01;PSL;Bartman Stanisław Wojciech;7493;4.42;26.35;T;M
180000;1;02;PSL;Sokołowska Justyna Mirosława;1990;1.17;7.00;N;K
180000;1;03;PSL;Słupek Edward Józef;2995;1.77;10.53;N;M
180000;1;04;PSL;Michałek Stefania;917;0.54;3.22;N;M
180000;1;05;PSL;Sosnowski Zygmunt;1227;0.72;4.31;N;M
180000;1;06;PSL;Piekut Justyna;1112;0.66;3.91;N;M
180000;1;07;PSL;Porada Sławomir Stanisław;1848;1.09;6.50;N;M
180000;1;08;PSL;Dziedzic Adam;2047;1.21;7.20;N;M
180000;1;09;PSL;Grad Krzysztof Paweł;1040;0.61;3.66;N;M
180000;1;10;PSL;Kątnik-Kowalska Magdalena;1328;0.78;4.67;N;K
180000;1;11;PSL;Wróbel Zofia;934;0.55;3.28;N;M
180000;1;12;PSL;Błądek Lesław Wawrzyniec;1049;0.62;3.69;N;M
180000;1;13;PSL;Smolarz Lucyna;772;0.46;2.71;N;M
180000;1;14;PSL;Mac Tadeusz Maciej;999;0.59;3.51;N;M
180000;1;15;PSL;Błoński Stanisław Franciszek;594;0.35;2.09;N;M
180000;1;16;PSL;Kot Marek Jan;2096;1.24;7.37;N;M
180000;1;01;PiS;Buczak Wojciech;14609;8.61;18.04;T;M
180000;1;02;PiS;Leniart Ewa Maria;4985;2.94;6.16;N;K
180000;1;03;PiS;Kruczek Stanisław;7247;4.27;8.95;T;M
180000;1;04;PiS;Miazga Mieczysław;10112;5.96;12.49;T;K
180000;1;05;PiS;Bartnik Stanisław;8109;4.78;10.01;T;M
180000;1;06;PiS;Kożak Beata Anna;764;0.45;0.94;N;K
180000;1;07;PiS;Cypryś Jerzy;11771;6.94;14.54;T;M
180000;1;08;PiS;Domarski Jan Andrzej;2299;1.36;2.84;N;M
180000;1;09;PiS;Kuźniar Zbigniew Czesław;3376;1.99;4.17;N;M
180000;1;10;PiS;Cygan Halina;1160;0.68;1.43;N;M
180000;1;11;PiS;Paul Jerzy Stanisław;2682;1.58;3.31;N;M
180000;1;12;PiS;Dronka Wiesław Henryk;2022;1.19;2.50;N;M
180000;1;13;PiS;Tołoczyńska-Lekacz Małgorzata Barbara;872;0.51;1.08;N;K
180000;1;14;PiS;Kotula Jacek Adam;6570;3.87;8.11;N;M
180000;1;15;PiS;Trojnar Maria Anna;1826;1.08;2.25;N;K
180000;1;16;PiS;Wróblewska Krystyna Małgorzata;2573;1.52;3.18;N;K
180000;1;01;SLD;Kowalska Anna Helena;5140;3.03;41.74;N;K
180000;1;02;SLD;Rybka Jerzy;1506;0.89;12.23;N;K
180000;1;03;SLD;Żyła Stefan;365;0.22;2.96;N;K
180000;1;04;SLD;Filipek Jerzy;724;0.43;5.88;N;M
180000;1;05;SLD;Wilk Zenon Adam;427;0.25;3.47;N;M
180000;1;06;SLD;Leśniak-Moczuk Krystyna Helena;386;0.23;3.13;N;K
180000;1;07;SLD;Łukaszewski Roman Norbert;282;0.17;2.29;N;M
180000;1;08;SLD;Szczyrba Marta Stanisława;137;0.08;1.11;N;K
180000;1;09;SLD;Federkiewicz Ryszard;216;0.13;1.75;N;M
180000;1;10;SLD;Herba Krystian Tomasz;1338;0.79;10.87;N;M
180000;1;11;SLD;Dominik Dorota Anna;344;0.20;2.79;N;K
180000;1;12;SLD;Opaliński Józef;185;0.11;1.50;N;M
180000;1;13;SLD;Inglot Krystyna;339;0.20;2.75;N;M
180000;1;14;SLD;Michalski Andrzej Marian;245;0.14;1.99;N;M
180000;1;15;SLD;Mędrek Monika Danuta;391;0.23;3.18;N;K
180000;1;16;SLD;Wołoszyński Leszek;288;0.17;2.34;N;M
180000;2;01;PO;Nowakowski Zdzisław Ryszard;4976;3.65;37.36;N;M
180000;2;02;PO;Śliwa Jarosław;3130;2.30;23.50;N;K
180000;2;03;PO;Kardyś Paweł Andrzej;1263;0.93;9.48;N;M
180000;2;04;PO;Szczepan Piotr;470;0.34;3.53;N;M
180000;2;05;PO;Ławruk Iwona Mariola;428;0.31;3.21;N;K
180000;2;06;PO;Wiśniowska Alicja Maria;643;0.47;4.83;N;K
180000;2;07;PO;Wojnowska Alicja;425;0.31;3.19;N;K
180000;2;08;PO;Ciszek Paulina Faustyna;379;0.28;2.85;N;K
180000;2;09;PO;Kobos Przemysław;465;0.34;3.49;N;M
180000;2;10;PO;Kozdraś Marcin Paweł;274;0.20;2.06;N;M
180000;2;11;PO;Gładyszewska Joanna Marta;422;0.31;3.17;N;K
180000;2;12;PO;Chodak Tomasz Wojciech;445;0.33;3.34;N;M
180000;2;01;PSL;Tarapata Jan Władysław;10231;7.50;29.28;T;M
180000;2;02;PSL;Lada Wiesław Andrzej;5867;4.30;16.79;T;M
180000;2;03;PSL;Kuraszkiewicz Robert Andrzej;3576;2.62;10.24;N;M
180000;2;04;PSL;Lonczak Stanisław Józef;2953;2.17;8.45;N;M
180000;2;05;PSL;Sukiennik Maria Jadwiga;2230;1.64;6.38;N;K
180000;2;06;PSL;Bełch Anna;1491;1.09;4.27;N;M
180000;2;07;PSL;Czarnik Joanna Karolina;1248;0.92;3.57;N;K
180000;2;08;PSL;Kiepiel Teresa Bogusława;707;0.52;2.02;N;K
180000;2;09;PSL;Mączka Maria;2335;1.71;6.68;N;K
180000;2;10;PSL;Dul Helena;1346;0.99;3.85;N;M
180000;2;11;PSL;Golczewska-Chmura Maria;673;0.49;1.93;N;K
180000;2;12;PSL;Włodyka Janusz;2281;1.67;6.53;N;K
180000;2;01;PiS;Ortyl Władysław Zenon;24695;18.11;37.64;T;M
180000;2;02;PiS;Bieszczad Stefan;9357;6.86;14.26;T;M
180000;2;03;PiS;Łączak Czesław;5127;3.76;7.82;T;M
180000;2;04;PiS;Midura Leszek Jan;1480;1.09;2.26;N;M
180000;2;05;PiS;Szary Wacław Wojciech;3676;2.70;5.60;N;M
180000;2;06;PiS;Rauch Małgorzata Anna;2521;1.85;3.84;N;K
180000;2;07;PiS;Kapinos Fryderyk Sylwester;4516;3.31;6.88;N;M
180000;2;08;PiS;Bielec Łucja;1726;1.27;2.63;N;M
180000;2;09;PiS;Guzy Teresa;1220;0.89;1.86;N;M
180000;2;10;PiS;Mika Elżbieta Maria;2115;1.55;3.22;N;K
180000;2;11;PiS;Magdoń Jacek;5272;3.87;8.04;T;M
180000;2;12;PiS;Kantor-Kilian Anna Magdalena;3899;2.86;5.94;N;K
180000;2;01;SLD;Brzostowski Edward;7399;5.43;62.08;N;M
180000;2;02;SLD;Bury Jan;2224;1.63;18.66;N;M
180000;2;03;SLD;Banaś Adam Bartłomiej;373;0.27;3.13;N;M
180000;2;04;SLD;Wójcik Piotr Stefan;195;0.14;1.64;N;M
180000;2;05;SLD;Gawryś Bożena Halina;177;0.13;1.49;N;K
180000;2;06;SLD;Grzyb Janusz;232;0.17;1.95;N;M
180000;2;07;SLD;Romaniak Sylwia Patrycja;189;0.14;1.59;N;K
180000;2;08;SLD;Frankowicz Zofia;152;0.11;1.28;N;M
180000;2;09;SLD;Czaja Wiesława;177;0.13;1.49;N;K
180000;2;10;SLD;Jajko Marcin Krzysztof;425;0.31;3.57;N;M
180000;2;11;SLD;Łysek Jolanta Elżbieta;94;0.07;0.79;N;K
180000;2;12;SLD;Cyzio Janusz Witold;281;0.21;2.36;N;M
180000;3;01;PO;Kołek Iwona;8375;7.38;50.75;T;M
180000;3;02;PO;Rusinek Antoni;1938;1.71;11.74;N;M
180000;3;03;PO;Bielecka Jadwiga Irena;1078;0.95;6.53;N;K
180000;3;04;PO;Bogacz Zbigniew;470;0.41;2.85;N;M
180000;3;05;PO;Krawiec Stanisław Jan;563;0.50;3.41;N;M
180000;3;06;PO;Sajecka Małgorzata;486;0.43;2.95;N;K
180000;3;07;PO;Skalny Zbigniew Stanisław;293;0.26;1.78;N;M
180000;3;08;PO;Wrońska Magdalena Joanna;522;0.46;3.16;N;K
180000;3;09;PO;Żmuda Dariusz;449;0.40;2.72;N;K
180000;3;10;PO;Zych Tadeusz Józef;2328;2.05;14.11;N;M
180000;3;01;PSL;Stępień Władysław Piotr;14536;12.81;52.35;T;M
180000;3;02;PSL;Wróbel Elżbieta Stanisława;3234;2.85;11.65;N;K
180000;3;03;PSL;Kościelny Stanisław;2657;2.34;9.57;N;M
180000;3;04;PSL;Floras-Suduł Barbara;1398;1.23;5.03;N;M
180000;3;05;PSL;Chwałek Arkadiusz Jan;803;0.71;2.89;N;M
180000;3;06;PSL;Buczek Zbigniew;1353;1.19;4.87;N;M
180000;3;07;PSL;Laskowski Zbigniew;1003;0.88;3.61;N;M
180000;3;08;PSL;Szlachetka Grażyna;751;0.66;2.70;N;K
180000;3;09;PSL;Małek Roman;911;0.80;3.28;N;M
180000;3;10;PSL;Misiewska Beata Teresa;1122;0.99;4.04;N;K
180000;3;01;PiS;Nadbereżny Lucjusz;14874;13.11;31.03;T;M
180000;3;02;PiS;Draus Ewa Maria;5383;4.74;11.23;N;K
180000;3;03;PiS;Kaczmarek Andrzej Adam;3327;2.93;6.94;N;M
180000;3;04;PiS;Romaniuk Bogdan Piotr;8682;7.65;18.11;T;M
180000;3;05;PiS;Błądek Lidia;8900;7.85;18.57;T;M
180000;3;06;PiS;Frączek Tadeusz;1616;1.42;3.37;N;M
180000;3;07;PiS;Samołyk Genowefa;730;0.64;1.52;N;M
180000;3;08;PiS;Pyrkosz Jan;991;0.87;2.07;N;M
180000;3;09;PiS;Mazur Marek;2078;1.83;4.34;N;M
180000;3;10;PiS;Hara-Pałkowska Monika;1353;1.19;2.82;N;K
180000;3;01;SLD;Tofil Bronisław Tadeusz;2931;2.58;31.19;N;M
180000;3;02;SLD;Ozimek Julian;2608;2.30;27.75;N;M
180000;3;03;SLD;Rawska Halina Zofia;532;0.47;5.66;N;K
180000;3;04;SLD;Biesiadecki Jerzy Jan;438;0.39;4.66;N;M
180000;3;05;SLD;Zych Ala;508;0.45;5.41;N;M
180000;3;06;SLD;Paleń Stanisław Antoni;537;0.47;5.71;N;M
180000;3;07;SLD;Fostacz Beata Stanisława;79;0.07;0.84;N;K
180000;3;08;SLD;Główka Janusz Bronisław;296;0.26;3.15;N;M
180000;3;09;SLD;Bogacz Małgorzata Zofia;252;0.22;2.68;N;K
180000;3;10;SLD;Sadrakuła Jacek Adam;1216;1.07;12.94;N;M
180000;4;01;PO;Lewicki Maciej Jan;12240;8.60;57.63;T;M
180000;4;02;PO;Bartmiński Jan Franciszek;2075;1.46;9.77;N;M
180000;4;03;PO;Kułaj Jan Henryk;426;0.30;2.01;N;M
180000;4;04;PO;Zadworny Waldemar;1302;0.91;6.13;N;M
180000;4;05;PO;Bielańska Beata Katarzyna;831;0.58;3.91;N;K
180000;4;06;PO;Tkacz Barbara Danuta;762;0.54;3.59;N;K
180000;4;07;PO;Czekierda Zbigniew;383;0.27;1.80;N;K
180000;4;08;PO;Bielka Joanna Zofia;258;0.18;1.21;N;K
180000;4;09;PO;Niedźwiecki Piotr Wojciech;963;0.68;4.53;N;M
180000;4;10;PO;Łania Katarzyna Joanna;326;0.23;1.53;N;K
180000;4;11;PO;Strojna Wioleta Maria;394;0.28;1.85;N;K
180000;4;12;PO;Wojtas Jacek Andrzej;1280;0.90;6.03;N;M
180000;4;01;PSL;Bury Tomasz Wojciech;14343;10.08;34.07;T;M
180000;4;02;PSL;Zając Alicja Zofia;5035;3.54;11.96;N;K
180000;4;03;PSL;Nepelski Andrzej;8145;5.72;19.35;T;M
180000;4;04;PSL;Bojko Zbigniew Andrzej;1179;0.83;2.80;N;M
180000;4;05;PSL;Porada Stanisław;2790;1.96;6.63;N;K
180000;4;06;PSL;Makara Stanisław Piotr;1912;1.34;4.54;N;M
180000;4;07;PSL;Andrzejak Magdalena Anna;786;0.55;1.87;N;K
180000;4;08;PSL;Janowska Maria;1397;0.98;3.32;N;K
180000;4;09;PSL;Piórkowska Jolanta Antonina;1716;1.21;4.08;N;K
180000;4;10;PSL;Pawełek Danuta;1041;0.73;2.47;N;M
180000;4;11;PSL;Saidło Grażyna;1312;0.92;3.12;N;M
180000;4;12;PSL;Adamiec Bogusław;2437;1.71;5.79;N;M
180000;4;01;PiS;Schmidt Anna Katarzyna;9717;6.83;17.47;T;K
180000;4;02;PiS;Kuźniar Lucjan;8462;5.95;15.22;T;M
180000;4;03;PiS;Ćwierz Andrzej Bogusław;5098;3.58;9.17;N;M
180000;4;04;PiS;Majcher Krzysztof Jacek;4133;2.90;7.43;N;M
180000;4;05;PiS;Magoń Janusz Józef;2819;1.98;5.07;N;M
180000;4;06;PiS;Huk Anna Maria;5788;4.07;10.41;N;K
180000;4;07;PiS;Bajda Stanisław;6068;4.26;10.91;T;K
180000;4;08;PiS;Pamuła Teresa;2420;1.70;4.35;N;K
180000;4;09;PiS;Krajewska Barbara Jadwiga;1003;0.70;1.80;N;K
180000;4;10;PiS;Dachnowicz Małgorzata Krystyna;3590;2.52;6.46;N;K
180000;4;11;PiS;Brenkacz Jarosław Andrzej;2969;2.09;5.34;N;M
180000;4;12;PiS;Wyczawski Andrzej;3543;2.49;6.37;N;M
180000;4;01;SLD;Domaradzki Wojciech Grzegorz;5194;3.65;51.04;N;M
180000;4;02;SLD;Błotnicki Jan Ryszard;1355;0.95;13.32;N;M
180000;4;03;SLD;Kubas Józef;347;0.24;3.41;N;M
180000;4;04;SLD;Rogalski Jerzy Franciszek;194;0.14;1.91;N;M
180000;4;05;SLD;Ostafijczuk Gabriela Katarzyna;198;0.14;1.95;N;K
180000;4;06;SLD;Małachowska Magdalena Anna;502;0.35;4.93;N;K
180000;4;07;SLD;Prawecka Barbara Grażyna;199;0.14;1.96;N;K
180000;4;08;SLD;Sedlaczek Elżbieta Danuta;284;0.20;2.79;N;K
180000;4;09;SLD;Kubrak Ewa;600;0.42;5.90;N;M
180000;4;10;SLD;Pietruszczak Szczepan Krzysztof;283;0.20;2.78;N;M
180000;4;11;SLD;Woźniak Jerzy Antoni;218;0.15;2.14;N;M
180000;4;12;SLD;Pajda Wiesław Wojciech;802;0.56;7.88;N;M
180000;5;01;PO;Frydrych Joanna Zofia;6644;4.06;25.24;T;K
180000;5;02;PO;Miklicz Sławomir;5493;3.36;20.86;N;M
180000;5;03;PO;Pomprowicz Dariusz Jarosław;2442;1.49;9.28;N;M
180000;5;04;PO;Słyś Stanisław Józef;3160;1.93;12.00;N;M
180000;5;05;PO;Raczkowski Dariusz Roman;247;0.15;0.94;N;M
180000;5;06;PO;Rachwał Katarzyna Anna;480;0.29;1.82;N;K
180000;5;07;PO;Górak Marek Wacław;1698;1.04;6.45;N;M
180000;5;08;PO;Zając Andrzej Stanisław;1409;0.86;5.35;N;M
180000;5;09;PO;Błażowska Anna Urszula;652;0.40;2.48;N;K
180000;5;10;PO;Łysik Małgorzata;380;0.23;1.44;N;M
180000;5;11;PO;Szpiłyk Halina;225;0.14;0.85;N;M
180000;5;12;PO;Kaczmaryk Stanisław Jerzy;1190;0.73;4.52;N;M
180000;5;13;PO;Wątróbska Sylwia Maria;266;0.16;1.01;N;K
180000;5;14;PO;Czech Jan;572;0.35;2.17;N;M
180000;5;15;PO;Jerzyk Zygmunt Michał;373;0.23;1.42;N;M
180000;5;16;PO;Szurlej Joanna Katarzyna;1097;0.67;4.17;N;K
180000;5;01;PSL;Sobieraj Dariusz Wojciech;23324;14.27;52.00;T;M
180000;5;02;PSL;Pospolitak Maria Halina;3135;1.92;6.99;T;K
180000;5;03;PSL;Bril Joanna Katarzyna;2286;1.40;5.10;N;K
180000;5;04;PSL;Śnieżek Kazimierz;2322;1.42;5.18;T;M
180000;5;05;PSL;Bosak Andrzej Stanisław;1291;0.79;2.88;N;M
180000;5;06;PSL;Cyran Justyna Maria;1503;0.92;3.35;N;K
180000;5;07;PSL;Kaczor Maria;1557;0.95;3.47;N;M
180000;5;08;PSL;Bieszczad Daniel;1705;1.04;3.80;N;M
180000;5;09;PSL;Majda Stanisław Józef;781;0.48;1.74;N;M
180000;5;10;PSL;Hejnar Marek Jacek;613;0.37;1.37;N;M
180000;5;11;PSL;Paszkiewicz Ryszard;1325;0.81;2.95;N;M
180000;5;12;PSL;Chorążak-Tabisz Marta Małgorzata;715;0.44;1.59;N;K
180000;5;13;PSL;Skubisz Marta Janina;871;0.53;1.94;N;K
180000;5;14;PSL;Pięta Mirosław Robert;978;0.60;2.18;N;M
180000;5;15;PSL;Bawor Anna;577;0.35;1.29;N;M
180000;5;16;PSL;Gajewska Magdalena Natalia;1868;1.14;4.16;N;K
180000;5;01;PiS;Pióro Tadeusz Wacław;17430;10.66;25.27;T;M
180000;5;02;PiS;Kurowska Maria Stanisława;13437;8.22;19.48;T;K
180000;5;03;PiS;Drozd Adam Tomasz;3425;2.09;4.97;N;M
180000;5;04;PiS;Chilik Dorota;4068;2.49;5.90;N;M
180000;5;05;PiS;Zając Wojciech Stanisław;9223;5.64;13.37;T;M
180000;5;06;PiS;Turek Władysław;2457;1.50;3.56;N;M
180000;5;07;PiS;Sudoł Ewa Grażyna;1642;1.00;2.38;N;K
180000;5;08;PiS;Borcz Jerzy;4534;2.77;6.57;T;M
180000;5;09;PiS;Śnieżek Adam Walenty;2608;1.60;3.78;N;M
180000;5;10;PiS;Krygowska Krystyna Anna;2051;1.25;2.97;N;K
180000;5;11;PiS;Baran Bernard Władysław;2067;1.26;3.00;N;M
180000;5;12;PiS;Ruchlewicz Anna Jadwiga;650;0.40;0.94;N;K
180000;5;13;PiS;Berkowicz Adam Roman;993;0.61;1.44;N;M
180000;5;14;PiS;Baranowska Ewa Elżbieta;945;0.58;1.37;N;K
180000;5;15;PiS;Krzanowski Wacław Henryk;1537;0.94;2.23;N;M
180000;5;16;PiS;Gużkowski Rafał Daniel;1900;1.16;2.75;N;M
180000;5;01;SLD;Konieczny Janusz Kazimierz;5522;3.38;52.40;N;M
180000;5;02;SLD;Piękoś-Gliwska Dorota Agata;1088;0.67;10.32;N;K
180000;5;03;SLD;Braja Zbigniew Jerzy;1018;0.62;9.66;N;M
180000;5;04;SLD;Borowczak Anna Maria;361;0.22;3.43;N;K
180000;5;05;SLD;Skubisz Józef Antoni;337;0.21;3.20;N;M
180000;5;06;SLD;Dulian Stanisław;299;0.18;2.84;N;M
180000;5;07;SLD;Barański Robert Marcel;190;0.12;1.80;N;M
180000;5;08;SLD;Łokaj Tadeusz Antoni;228;0.14;2.16;N;M
180000;5;09;SLD;Blama Agnieszka;316;0.19;3.00;N;K
180000;5;10;SLD;Pasternak Anna;174;0.11;1.65;N;M
180000;5;11;SLD;Ekiert Piotr;203;0.12;1.93;N;M
180000;5;12;SLD;Bęben Gabriela Agnieszka;218;0.13;2.07;N;K
180000;5;13;SLD;Marynowicz Marek Tomasz;138;0.08;1.31;N;M
180000;5;14;SLD;Kobak Kazimierz;107;0.07;1.02;N;M
180000;5;15;SLD;Karpacińska Beata Łucja;105;0.06;1.00;N;K
180000;5;16;SLD;Stachaczyńska Izabela Janina;234;0.14;2.22;N;K
200000;1;01;PO;DWORZAŃSKI Jarosław Zygmunt;8137;9.21;25.95;T;M
200000;1;02;PO;MIERZYŃSKA Anna;3438;3.89;10.96;N;K
200000;1;03;PO;SZAMATOWICZ Marian Czesław;4300;4.87;13.71;T;M
200000;1;04;PO;KLIM Józef Piotr;2855;3.23;9.10;N;M
200000;1;05;PO;NIMIEROWICZ Lucja;3118;3.53;9.94;N;K
200000;1;06;PO;PILECKI Karol;3733;4.23;11.90;T;M
200000;1;07;PO;KASZYŃSKA Danuta;1065;1.21;3.40;N;K
200000;1;08;PO;WYSOCKI Kamil Jakub;250;0.28;0.80;N;M
200000;1;09;PO;SZCZYGIEŁ-ROGOWSKA Jolanta;791;0.90;2.52;N;K
200000;1;10;PO;OSTROWSKI Andrzej;816;0.92;2.60;N;M
200000;1;11;PO;KURLUTA Adam;1186;1.34;3.78;N;M
200000;1;12;PO;TALKOWSKI Bronisław;197;0.22;0.63;N;M
200000;1;13;PO;KUC Emilia;829;0.94;2.64;N;K
200000;1;14;PO;GARLEY Paweł Michał;643;0.73;2.05;N;M
200000;1;01;PSL;RYKOWSKI Grzegorz;932;1.05;20.78;N;M
200000;1;02;PSL;LITWINOWICZ Agnieszka;695;0.79;15.50;N;K
200000;1;03;PSL;KASJANOWICZ Wojciech;372;0.42;8.29;N;M
200000;1;04;PSL;KOZŁOWSKI Krzysztof;594;0.67;13.24;N;M
200000;1;05;PSL;BOROWSKI Jan;507;0.57;11.30;N;M
200000;1;06;PSL;WIERZBICKA Danuta;580;0.66;12.93;N;K
200000;1;07;PSL;WIŚNIEWSKI Wiesław Konrad;208;0.24;4.64;N;M
200000;1;08;PSL;KAŹMIERCZAK Małgorzata;597;0.68;13.31;N;K
200000;1;01;PiS;DOBRZYŃSKI Jan;13964;15.81;39.55;T;M
200000;1;02;PiS;KAUFMAN - SUSZKO Elżbieta Maria;2887;3.27;8.18;N;K
200000;1;03;PiS;HOŁUBOWSKI Stanisław;1024;1.16;2.90;N;M
200000;1;04;PiS;DĘBSKI Bogusław;4578;5.18;12.97;T;M
200000;1;05;PiS;POPŁAWSKI Wiesław Tadeusz;579;0.66;1.64;N;M
200000;1;06;PiS;CZYŻEWSKA Janina;635;0.72;1.80;N;K
200000;1;07;PiS;SUŁEK Jolanta Magdalena;572;0.65;1.62;N;K
200000;1;08;PiS;CITKO Marek;4090;4.63;11.59;T;M
200000;1;09;PiS;URBAŃCZYK Ryszard;979;1.11;2.77;N;M
200000;1;10;PiS;JUST Beata Sylwia;444;0.50;1.26;N;K
200000;1;11;PiS;PRZYGOŃSKI Wojciech;169;0.19;0.48;N;M
200000;1;12;PiS;DEC Katarzyna;503;0.57;1.42;N;K
200000;1;13;PiS;GŁOWACKI Jan;416;0.47;1.18;N;M
200000;1;14;PiS;Żalek Justyna Emilia;4463;5.05;12.64;T;K
200000;1;01;SLD;BIL-JARUZELSKA Małgorzata Anna;3695;4.18;46.94;N;K
200000;1;02;SLD;CYLWIK Jacek Przemysław;966;1.09;12.27;N;M
200000;1;03;SLD;MATYS-KRAŚNICKA Karolina;257;0.29;3.27;N;K
200000;1;04;SLD;RUTKOWSKA Halina;521;0.59;6.62;N;K
200000;1;05;SLD;BURAK Piotr;722;0.82;9.17;N;M
200000;1;06;SLD;MATWIEJCZUK Jolanta Gertruda;551;0.62;7.00;N;K
200000;1;07;SLD;WARPECHOWSKI Janusz;156;0.18;1.98;N;M
200000;1;08;SLD;JANUSZEWSKI Mieczysław Kazimierz;56;0.06;0.71;N;M
200000;1;09;SLD;GUZOWSKA Małgorzata Bożena;143;0.16;1.82;N;K
200000;1;10;SLD;SIEMIENKOWICZ Bogusław;162;0.18;2.06;N;M
200000;1;11;SLD;ZAMBRZYCKI Władysław;85;0.10;1.08;N;M
200000;1;12;SLD;FILIPIK Katarzyna Anna;142;0.16;1.80;N;K
200000;1;13;SLD;STAWOWSKI Łukasz Paweł;80;0.09;1.02;N;M
200000;1;14;SLD;WASILEWSKI Andrzej;335;0.38;4.26;N;M
200000;2;01;PO;NASZKIEWICZ Anna;3393;3.45;17.81;T;K
200000;2;02;PO;KWATERSKI Waldemar;7136;7.26;37.46;T;M
200000;2;03;PO;CIEŚLIK Leszek Stanisław;2166;2.20;11.37;N;M
200000;2;04;PO;RAŚ Andrzej;3091;3.14;16.23;N;M
200000;2;05;PO;TAŁAŁAJ Mirosław;565;0.57;2.97;N;M
200000;2;06;PO;KONDRACKA Bożenna;600;0.61;3.15;N;K
200000;2;07;PO;RŻANY Jarosław;155;0.16;0.81;N;M
200000;2;08;PO;CHMIELEWSKA Marzena;316;0.32;1.66;N;K
200000;2;09;PO;BOĆWIŃSKI Witold Jan;199;0.20;1.04;N;M
200000;2;10;PO;NOWAK Piotr;155;0.16;0.81;N;M
200000;2;11;PO;ZDANCEWICZ Marek;363;0.37;1.91;N;M
200000;2;12;PO;CZOKAŁO Małgorzata;233;0.24;1.22;N;K
200000;2;13;PO;BOGDAN Stanisław;135;0.14;0.71;N;M
200000;2;14;PO;JANKOWSKA Agnieszka;214;0.22;1.12;N;K
200000;2;15;PO;KAPUŚCIŃSKI Leszek Robert;146;0.15;0.77;N;M
200000;2;16;PO;SIUCHNO-BORAWSKA Katarzyna;181;0.18;0.95;N;K
200000;2;01;PSL;BASZKO Mieczysław Kazimierz;16346;16.63;40.05;T;M
200000;2;02;PSL;DYJUK Bogdan;5463;5.56;13.39;T;M
200000;2;03;PSL;CIEŚLUKOWSKI Cezary;7226;7.35;17.71;T;M
200000;2;04;PSL;CHOŁKO Tadeusz;2660;2.71;6.52;N;M
200000;2;05;PSL;ŁABUTIS Bożena Mariola;499;0.51;1.22;N;K
200000;2;06;PSL;RENOWICKI Władysław Marek;436;0.44;1.07;N;M
200000;2;07;PSL;GUZEL Maria;1029;1.05;2.52;N;K
200000;2;08;PSL;ŁUKASIK Anetta Anna;311;0.32;0.76;N;K
200000;2;09;PSL;BIELEC Marcin Marian;380;0.39;0.93;N;M
200000;2;10;PSL;MIEŃKO Bogumiła;623;0.63;1.53;N;K
200000;2;11;PSL;NIEDŹWIECKA Anna;688;0.70;1.69;N;K
200000;2;12;PSL;ORCHOWSKA Barbara;698;0.71;1.71;N;K
200000;2;13;PSL;NIEWULIS Łoreta;243;0.25;0.60;N;K
200000;2;14;PSL;KORONKIEWICZ Andrzej Zbigniew;1082;1.10;2.65;N;M
200000;2;15;PSL;SZYPCIO Włodzimierz;3128;3.18;7.66;T;M
200000;2;01;PiS;DEC Leszek;5666;5.76;22.82;T;M
200000;2;02;PiS;SANIK Celina;2584;2.63;10.41;N;K
200000;2;03;PiS;KRASIŃSKI Krzysztof;2846;2.90;11.46;T;M
200000;2;04;PiS;WASILEWSKI Zdzisław Józef;2227;2.27;8.97;N;M
200000;2;05;PiS;STRASZYŃSKI Wojciech;778;0.79;3.13;N;M
200000;2;06;PiS;HARTUNG Mirosław;1884;1.92;7.59;N;M
200000;2;07;PiS;SZYMAŃCZYK Tadeusz;1964;2.00;7.91;N;M
200000;2;08;PiS;CHOWAŃSKI Krzysztof;802;0.82;3.23;N;M
