teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec;terytMZ;mzam
120000;1;03;SLD;WIŚNIEWSKA-DORYNEK Dorota Stanisława;528;0.32;8.36;N;K;120304;Libiąż
120000;1;04;SLD;BULIŃSKI Andrzej Alfred;302;0.19;4.78;N;M;121306;Brzezinka
120000;1;05;SLD;BANYŚ Zdzisław;512;0.31;8.11;N;M;121205;Olkusz
120000;1;06;SLD;KAJDAS Dorota Ewa;797;0.49;12.62;N;K;121301;Oświęcim
120000;1;07;SLD;WALOTEK Alicja Marzena;518;0.32;8.20;N;K;121203;Bolesław
120000;2;01;PO;KRUPA Jacek Jan;22716;11.27;51.75;T;M;120611;Skawina
120000;2;02;PO;ACHINGER Elżbieta Jadwiga;8256;4.10;18.81;T;K;121905;Raciborsko
120000;2;03;PO;SALWIŃSKA Sylwia Kinga;2604;1.29;5.93;N;K;126101;Kraków
120000;2;04;PO;KACAŁA Zbigniew;1353;0.67;3.08;N;M;120605;Łuczyce
120000;2;05;PO;BARANOWSKI Artur Stefan;3138;1.56;7.15;N;M;120606;Krzeszowice
120000;2;06;PO;PIETRAS-GOC Bożena Teresa;1149;0.57;2.62;N;K;120609;Libertów
120000;2;07;PO;KONARZEWSKI Kajetan Aleksander;1241;0.62;2.83;N;M;121904;Niepołomice
120000;2;08;PO;MATUSZYK Marcin Mariusz;3436;1.71;7.83;N;M;121902;Gdów
120000;2;01;PSL;KOZAK Wojciech;17631;8.75;56.60;T;M;121905;Zabawa
120000;2;02;PSL;DOMAGAŁA Adam Stanisław;5652;2.80;18.14;N;M;120805;Miechów
120000;2;03;PSL;STOCHEL Urszula;1304;0.65;4.19;N;K;120611;Skawina
120000;2;04;PSL;JANCZYK Piotr Michał;1127;0.56;3.62;N;M;121406;Zielenice
120000;2;05;PSL;WÓJCIK Wiesław Robert;1099;0.55;3.53;N;M;120605;Marszowice
120000;2;06;PSL;DUDA Jadwiga Maria;1417;0.70;4.55;N;K;121905;Koźmice Wielkie
120000;2;07;PSL;SZYMAŃSKI Marek Edward;1083;0.54;3.48;N;M;120613;Sułoszowa
120000;2;08;PSL;DUDEK Monika Katarzyna;1839;0.91;5.90;N;K;120606;Tenczynek
120000;2;01;PiS;BOCHENEK Rafał Paweł;38446;19.08;45.99;T;M;121905;Strumiany
120000;2;02;PiS;SMÓŁKA Łukasz Jakub;12270;6.09;14.68;T;M;120606;Paczółtowice
120000;2;03;PiS;DRÓŻDŻ Mirosław Antoni;10161;5.04;12.15;N;M;120802;Gołcza
120000;2;04;PiS;TWORZYDŁO-WOŹNIAK Iwona Maria;4315;2.14;5.16;N;K;120609;Mogilany
120000;2;05;PiS;KORNAŚ-PIERZAK Iwona Maria;2343;1.16;2.80;N;K;126101;Kraków
120000;2;06;PiS;NOGIEĆ Katarzyna Maria;3346;1.66;4.00;N;K;120603;Narama
120000;2;07;PiS;RĄŻEWSKA Bożena Jolanta;1637;0.81;1.96;N;K;121406;Wrocimowice
120000;2;08;PiS;PĘK Bogdan Marek;11078;5.50;13.25;T;M;126101;Kraków
120000;2;01;SLD;JASKIERNIA Jerzy Władysław;2108;1.05;45.28;N;M;120608;Michałowice
120000;2;02;SLD;KOSIŃSKI Krzysztof Jan;416;0.21;8.94;N;M;126101;Kraków
120000;2;03;SLD;FABIAŃSKI Jan Marek;415;0.21;8.92;N;M;126101;Kraków
120000;2;04;SLD;ZDZIOBEK Janina Irena;191;0.09;4.10;N;K;120606;Krzeszowice
120000;2;05;SLD;SŁOWIŃSKI Marek Andrzej;325;0.16;6.98;N;M;120805;Parkoszowice
120000;2;06;SLD;LESZCZYŃSKA Barbara Janina;312;0.15;6.70;N;K;120617;Zielonki
120000;2;07;SLD;CIEPŁY Elżbieta Krystyna;287;0.14;6.17;N;K;120611;Pozowice
120000;2;08;SLD;GAŁKA Kinga;601;0.30;12.91;N;K;121205;Olkusz
120000;3;01;PO;LIPIEC Grzegorz Cezary;40947;12.53;32.40;T;M;126101;Kraków
120000;3;02;PO;GADACZ Tadeusz Antoni;6713;2.05;5.31;N;M;120906;Siepraw
120000;3;03;PO;BARCZYK Kazimierz;22933;7.02;18.15;T;M;126101;Kraków
120000;3;04;PO;RADWAN-BALLADA Małgorzata Zofia;11106;3.40;8.79;T;K;126101;Kraków
120000;3;05;PO;FILIPIAK Szczęsny Maciej;6044;1.85;4.78;N;M;126101;Kraków
120000;3;06;PO;CIEMIĘGA Małgorzata Danuta;2382;0.73;1.88;N;K;126101;Kraków
120000;3;07;PO;BARAN Małgorzata Anita;3301;1.01;2.61;N;K;126101;Kraków
120000;3;08;PO;D'OBYRN Kajetan Ludwik;3427;1.05;2.71;N;M;126101;Kraków
120000;3;09;PO;KUPCZYŃSKA Anna Maria;2366;0.72;1.87;N;K;126101;Kraków
120000;3;10;PO;FEDOROWICZ Jerzy Maciej;27150;8.31;21.48;T;M;126101;Kraków
120000;3;01;PSL;KEMPF Piotr Marek;4581;1.40;40.38;N;M;126101;Kraków
120000;3;02;PSL;GONDEK Grzegorz Jerzy;1268;0.39;11.18;N;M;126101;Kraków
120000;3;03;PSL;MARCIŃSKA Małgorzata Maria;877;0.27;7.73;N;K;126101;Kraków
120000;3;04;PSL;DZIEDZIC Stanisław;1066;0.33;9.40;N;M;126101;Kraków
120000;3;05;PSL;LĘCZNAROWICZ Elżbieta Janina;1073;0.33;9.46;N;K;126101;Kraków
120000;3;06;PSL;PASZKOT Marzena Iwona;487;0.15;4.29;N;K;126101;Kraków
120000;3;07;PSL;KUBAS Paweł Jan;586;0.18;5.16;N;M;126101;Kraków
120000;3;08;PSL;OSTRZOŁEK Grzegorz Piotr;176;0.05;1.55;N;M;126101;Kraków
120000;3;09;PSL;ZAJĄCZKOWSKA Jolanta Czesława;358;0.11;3.16;N;K;126101;Kraków
120000;3;10;PSL;APOSTOŁ Marian;874;0.27;7.70;N;M;126101;Kraków
120000;3;01;PiS;DUDA Jan Tadeusz;56763;17.37;56.02;T;M;126101;Kraków
120000;3;02;PiS;GRZESZEK Wojciech Jan;6471;1.98;6.39;T;M;126101;Kraków
120000;3;03;PiS;URYNOWICZ Tomasz Mariusz;10018;3.07;9.89;T;M;126101;Kraków
120000;3;04;PiS;STANOWSKA-CICHOŃ Bogusława Maria;4468;1.37;4.41;N;K;121905;Wieliczka
120000;3;05;PiS;GŁUŚ Aleksander Tomasz;1615;0.49;1.59;N;M;126101;Kraków
120000;3;06;PiS;SUFA Beata Krystyna;1943;0.59;1.92;N;K;126101;Kraków
120000;3;07;PiS;ZAJĄC Agnieszka Beata;6144;1.88;6.06;N;K;126101;Kraków
120000;3;08;PiS;FRANKIEWICZ Krystyna Anna;2494;0.76;2.46;N;K;126101;Kraków
120000;3;09;PiS;MIEZIAN Maciej Robert;1679;0.51;1.66;N;M;126101;Kraków
120000;3;10;PiS;ZIOBRO Andrzej;9738;2.98;9.61;T;M;121904;Zakrzowiec
120000;3;01;SLD;ŚMIAŁEK Ryszard Kazimierz;5273;1.61;45.92;N;M;126101;Kraków
120000;3;02;SLD;BARGIEŁ Janusz Lucjan;798;0.24;6.95;N;M;121205;Olkusz
120000;3;03;SLD;LIPIŃSKA-PIEKARSKA Joanna Olszyna;1392;0.43;12.12;N;K;126101;Kraków
120000;3;04;SLD;NOWAKOWSKA Jadwiga;1092;0.33;9.51;N;K;126101;Kraków
120000;3;05;SLD;JAŚKOW Adam Stanisław;410;0.13;3.57;N;M;126101;Kraków
120000;3;06;SLD;ŻAKOWSKI Jan Piotr;439;0.13;3.82;N;M;126101;Kraków
120000;3;07;SLD;MARCINEK Ewa Lucyna;417;0.13;3.63;N;K;126101;Kraków
120000;3;08;SLD;DUKAŁA Leszek Paweł;256;0.08;2.23;N;M;126101;Kraków
120000;3;09;SLD;KUREK Roman;334;0.10;2.91;N;M;126101;Kraków
120000;3;10;SLD;PILCH Katarzyna Zofia;1072;0.33;9.34;N;K;126101;Kraków
120000;4;01;PO;BISZTYGA Stanisław;16157;6.74;42.50;T;M;120903;Myślenice
120000;4;02;PO;HABER Marek Mikołaj;6253;2.61;16.45;N;M;121502;Sucha Beskidzka
120000;4;03;PO;KOT Jakub;5064;2.11;13.32;N;M;121701;Zakopane
120000;4;04;PO;DĄBKIEWICZ Marcin;562;0.23;1.48;N;M;126101;Kraków
120000;4;05;PO;WACHAŁOWICZ-KIERSZTYN Maria Dominika;1093;0.46;2.87;N;K;121112;Rabka-Zdrój
120000;4;06;PO;GOLCZYK Maria Teresa;819;0.34;2.15;N;K;120903;Myślenice
120000;4;07;PO;WIERCIOCH Ewelina Maria;1067;0.45;2.81;N;K;121701;Zakopane
120000;4;08;PO;GUZDEK Elżbieta;1196;0.50;3.15;N;K;121809;Zawadka
120000;4;09;PO;KOŹBIAŁ Maciej Józef;5807;2.42;15.27;N;M;121809;Wadowice
120000;4;01;PSL;BARNAŚ Stanisław;9023;3.76;42.10;T;M;121101;Nowy Targ
120000;4;02;PSL;BOBOWSKA Joanna Grażyna;2665;1.11;12.44;N;K;120907;Krzywaczka
120000;4;03;PSL;MOTYKA Miłosz Maksymilian;1109;0.46;5.17;N;M;120908;Tokarnia
120000;4;04;PSL;KLIMOWSKA-BOBULA Edyta Katarzyna;1497;0.62;6.99;N;K;121807;Leśnica
120000;4;05;PSL;SZYDŁOWSKI Franciszek;1458;0.61;6.80;N;M;121809;Wysoka
120000;4;06;PSL;PIECZONKA Paweł Jan;784;0.33;3.66;N;M;121112;Rabka-Zdrój
120000;4;07;PSL;KALEMBA Urszula Maria;1248;0.52;5.82;N;K;121506;Białka
120000;4;08;PSL;SKAŁUBA Elżbieta Anna;837;0.35;3.91;N;K;121109;Ostrowsko
120000;4;09;PSL;DZIWISZ Barbara Stanisława;2810;1.17;13.11;N;K;121111;Raba Wyżna
120000;4;01;PiS;KACZYŃSKI Filip Roman;38702;16.14;33.05;T;M;121809;Wadowice
120000;4;02;PiS;WIERZBA Marek;19348;8.07;16.52;T;M;121111;Skawa
120000;4;03;PiS;PICZURA Jan;16712;6.97;14.27;T;M;121704;Witów
120000;4;04;PiS;STUGLIK Rafał;9504;3.96;8.12;T;M;121810;Wieprz
120000;4;05;PiS;SZAFRANIEC-RUTKIEWICZ Anna Maria;6575;2.74;5.62;N;K;120903;Głogoczów
120000;4;06;PiS;ŚWIERKOSZ Grażyna;3648;1.52;3.12;N;K;121507;Lachowice
120000;4;07;PiS;KOŚCIELNIAK Ewa;5925;2.47;5.06;N;K;121112;Rabka-Zdrój
120000;4;08;PiS;KAWA Danuta;7011;2.92;5.99;N;K;121503;Palcza
120000;4;09;PiS;BYLICA Robert Stanisław;9660;4.03;8.25;T;M;120903;Jasienica
120000;4;01;SLD;NADARKIEWICZ Edward Jan;1786;0.74;29.82;N;M;121701;Zakopane
120000;4;02;SLD;RAUCH Jan Zbigniew;666;0.28;11.12;N;M;121809;Wadowice
120000;4;03;SLD;KLEMENSIEWICZ Jan;320;0.13;5.34;N;M;120903;Myślenice
120000;4;04;SLD;ZIELIŃSKA Dorota Barbara;611;0.25;10.20;N;K;121810;Wieprz
120000;4;05;SLD;GĄSIENICA-DANIEL Stanisław;605;0.25;10.10;N;M;121701;Zakopane
120000;4;06;SLD;MAJKA Krystyna Aniela;426;0.18;7.11;N;K;120903;Myślenice
120000;4;07;SLD;SZAFRAŃSKA Janina Bożena;536;0.22;8.95;N;K;121801;Andrychów
120000;4;08;SLD;JAGLARZ Katarzyna Dorota;224;0.09;3.74;N;K;121809;Wadowice
120000;4;09;SLD;LEWANDOWSKI Andrzej Jan;815;0.34;13.61;N;M;121809;Wadowice
120000;5;01;PO;NOWAK Krzysztof Czesław;11476;5.12;41.28;T;M;126301;Tarnów
120000;5;02;PO;SŁOMKA-NAROŻANSKI Henryk Tadeusz;3161;1.41;11.37;N;M;126301;Tarnów
120000;5;03;PO;KRUPA Barbara Maria;3247;1.45;11.68;N;K;120402;Dąbrowa Tarnowska
120000;5;04;PO;BANACH Mirosław Władysław;2715;1.21;9.77;N;M;126301;Tarnów
120000;5;05;PO;PAJĄK Jacek Paweł;3214;1.43;11.56;N;M;120101;Bochnia
120000;5;06;PO;PASTERNAK Halina Czesława;1202;0.54;4.32;N;K;126301;Tarnów
120000;5;07;PO;SKUPIEWSKI Piotr Marek;485;0.22;1.74;N;M;120202;Brzesko
120000;5;08;PO;HAUBEN-KOŁODZIEJ Dorota;575;0.26;2.07;N;K;120204;Porąbka Uszewska
120000;5;09;PO;KRAMARCZYK Jolanta Agata;1728;0.77;6.22;N;K;121606;Kowalowa
120000;5;01;PSL;SORYS Stanisław Andrzej;12349;5.51;42.48;T;M;121604;Pleśna
120000;5;02;PSL;KWAŚNIAK Adam;5124;2.28;17.63;N;M;120201;Borzęcin
120000;5;03;PSL;WĘGRZYN Łukasz Michał;3838;1.71;13.20;N;M;121609;Nowodworze
120000;5;04;PSL;BRACH Grzegorz;1804;0.80;6.21;N;M;120204;Dębno
120000;5;05;PSL;JAŹWIŃSKA Lidia Barbara;1372;0.61;4.72;N;K;126301;Tarnów
120000;5;06;PSL;PIWOWARCZYK Jan Józef;1472;0.66;5.06;N;M;120102;Majkowice
120000;5;07;PSL;WĘGLARZ Janina Maria;935;0.42;3.22;N;K;120101;Bochnia
120000;5;08;PSL;MARCZYK-AUGUSTYŃSKA Monika Kinga;615;0.27;2.12;N;K;126301;Tarnów
120000;5;09;PSL;JASNOS Katarzyna Sabina;1558;0.69;5.36;N;K;120206;Iwkowa
120000;5;01;PiS;PIECZARKA Anna Maria;72739;32.43;59.54;T;K;121609;Koszyce Wielkie
120000;5;02;PiS;BUKOWIEC Stanisław Marcin;8978;4.00;7.35;T;M;120101;Bochnia
120000;5;03;PiS;MALEC-LECH Marta Magdalena;8485;3.78;6.95;T;K;121613;Biadoliny Radłowskie
120000;5;04;PiS;SKRUCH Wojciech;9223;4.11;7.55;T;M;121610;Tuchów
120000;5;05;PiS;DZIURDZIA Piotr Marek;6908;3.08;5.65;N;M;120101;Bochnia
120000;5;06;PiS;ASZTABSKI Artur Michał;4186;1.87;3.43;N;M;126301;Tarnów
120000;5;07;PiS;MIKOSZ Anna Bernadeta;1773;0.79;1.45;N;K;120204;Łoniowa
120000;5;08;PiS;SZAKUŁA Agnieszka;1670;0.74;1.37;N;K;121612;Miechowice Wielkie
120000;5;09;PiS;GAWRON Józef Wojciech;8206;3.66;6.72;T;M;121405;Górka Stogniowska
120000;5;01;SLD;WOŹNIAK Jerzy Andrzej;2913;1.30;44.78;N;M;121614;Zakliczyn
120000;5;02;SLD;JEWUŁA Helena;856;0.38;13.16;N;K;120202;Brzesko
120000;5;03;SLD;JABŁOŃSKI Jacek Andrzej;492;0.22;7.56;N;M;126301;Tarnów
120000;5;04;SLD;KOCOŃ Dorota;573;0.26;8.81;N;K;121605;Biskupice Radłowskie
120000;5;05;SLD;SKIBA Jan;422;0.19;6.49;N;M;120202;Brzesko
120000;5;06;SLD;ZGŁOBICKA Barbara;343;0.15;5.27;N;K;120108;Leszczyna
120000;5;07;SLD;PIWOWARSKI Stanisław Andrzej;445;0.20;6.84;N;M;126301;Tarnów
120000;5;08;SLD;SIADEK Stanisław Marian;461;0.21;7.09;N;M;126301;Tarnów
120000;6;01;PO;LACHOWICZ Piotr Michał;13594;6.28;49.76;T;M;126201;Nowy Sącz
120000;6;02;PO;JANCZY Robert Karol;2319;1.07;8.49;N;M;120712;Tymbark
120000;6;03;PO;RUCHAŁA Elżbieta Joanna;4651;2.15;17.02;N;K;121010;Świdnik
120000;6;04;PO;MILLER Maria Magdalena;2585;1.19;9.46;N;K;120504;Kwiatonowice
120000;6;05;PO;UCHERSKI Edward Bolesław;702;0.32;2.57;N;M;126201;Nowy Sącz
120000;6;06;PO;GWÓŹDŹ Jacek Józef;1137;0.53;4.16;N;M;121002;Librantowa
120000;6;07;PO;WĄSOWSKA-SCHIRMER Halina Maria;816;0.38;2.99;N;K;120507;Moszczenica
120000;6;08;PO;OLSZYŃSKI Waldemar Paweł;1515;0.70;5.55;N;M;121006;Korzenna
120000;6;01;PSL;PASOŃ Stanisław Wojciech;11121;5.14;37.32;N;M;121016;Moszczenica Niżna
120000;6;02;PSL;NOWOGÓRSKA Urszula Teresa;11885;5.49;39.89;T;K;120708;Świdnik
120000;6;03;PSL;KĄDZIOŁKA Wiesław Stanisław;1588;0.73;5.33;N;M;126201;Nowy Sącz
120000;6;04;PSL;GAWLIK Michał Rafał;1430;0.66;4.80;N;M;120507;Moszczenica
120000;6;05;PSL;WODA Andrzej Władysław;1582;0.73;5.31;N;M;121002;Klimkówka
120000;6;06;PSL;WRÓBEL Małgorzata Anna;899;0.42;3.02;N;K;121016;Stary Sącz
120000;6;07;PSL;STASZYŃSKA Monika Alicja;617;0.29;2.07;N;K;120504;Bystra
120000;6;08;PSL;DULKIEWICZ Agnieszka Barbara;674;0.31;2.26;N;K;121007;Krynica-Zdrój
120000;6;01;PiS;BIEDROŃ Grzegorz Janusz;38563;17.82;33.18;T;M;120701;Limanowa
120000;6;02;PiS;WÓJTOWICZ Jadwiga Teresa;18544;8.57;15.95;T;K;120501;Gorlice
120000;6;03;PiS;MORDARSKA Marta;15819;7.31;13.61;T;K;126201;Nowy Sącz
120000;6;04;PiS;KOZŁOWSKI Witold Rafał;8554;3.95;7.36;N;M;121014;Brzezna
120000;6;05;PiS;WICHER Patryk Tomasz;16904;7.81;14.54;T;M;126201;Nowy Sącz
120000;6;06;PiS;WALICKI Tomasz Stanisław;4840;2.24;4.16;N;M;121001;Grybów
120000;6;07;PiS;GANCARCZYK Karolina Elżbieta;4715;2.18;4.06;N;K;120705;Zalesie
120000;6;08;PiS;SZCZYGIEŁ Paweł;8299;3.83;7.14;N;M;121016;Mostki
120000;6;01;SLD;JASNOSZ Michał Wilhelm;1918;0.89;43.95;N;M;121007;Krynica-Zdrój
120000;6;02;SLD;JURCZAK Jerzy Antoni;424;0.20;9.72;N;M;126201;Nowy Sącz
120000;6;03;SLD;JAWORSKI Krzysztof;433;0.20;9.92;N;M;120701;Limanowa
120000;6;04;SLD;JANKOWSKI Jerzy;409;0.19;9.37;N;M;121002;Mała Wieś
120000;6;05;SLD;JĘDRZEJOWSKA FUGIEL Małgorzata Zofia;329;0.15;7.54;N;K;120501;Gorlice
120000;6;06;SLD;SKOPOWSKA Agnieszka Katarzyna;176;0.08;4.03;N;K;120701;Limanowa
120000;6;07;SLD;RAJSKA Katarzyna Maria;301;0.14;6.90;N;K;126201;Nowy Sącz
120000;6;08;SLD;JANECZEK Franciszek Władysław;374;0.17;8.57;N;M;120504;Kobylanka
140000;1;01;PO;RAKOWSKI Ludwik Jerzy;60920;20.11;42.75;T;M;146516;Warszawa
140000;1;02;PO;TYŚNICKI Maciej;8136;2.69;5.71;N;M;146518;Warszawa
140000;1;03;PO;BORNOWSKA Katarzyna Anna;29737;9.82;20.87;T;K;146513;Warszawa
140000;1;04;PO;OLESIŃSKI Bogdan Marian;6249;2.06;4.38;N;M;146512;Warszawa
140000;1;05;PO;CICHOCKA Helena;16525;5.46;11.60;T;K;146510;Warszawa
140000;1;06;PO;WIŚNIEWSKA-GŁOWIK Joanna Elżbieta;8197;2.71;5.75;N;K;146510;Warszawa
140000;1;07;PO;SKOLIMOWSKI Krzysztof Piotr;12752;4.21;8.95;T;M;146516;Warszawa
140000;1;01;PSL;RAKIEL-CZARNECKA Walentyna;1593;0.53;33.03;N;K;146513;Warszawa
140000;1;02;PSL;STRĄK Michał Stanisław;926;0.31;19.20;N;M;146505;Warszawa
140000;1;03;PSL;WYSZYŃSKA Teresa Maria;674;0.22;13.97;N;K;146516;Warszawa
140000;1;04;PSL;NYK Adam;340;0.11;7.05;N;M;143402;Marki
140000;1;05;PSL;GRUDOWSKA Agata Zofia;401;0.13;8.31;N;K;146516;Warszawa
140000;1;06;PSL;MIAZEK Ryszard Waldemar;308;0.10;6.39;N;M;140501;Milanówek
140000;1;07;PSL;JAGODZIŃSKI Tomasz;581;0.19;12.05;N;M;146513;Warszawa
140000;1;01;PiS;KOŁODZIEJSKI Witold Czesław;37487;12.38;53.83;T;M;146519;Warszawa
140000;1;02;PiS;CIERPISZ Zbigniew Adam;5072;1.67;7.28;N;M;146508;Warszawa
140000;1;03;PiS;GMITRUK Andrzej Robert;3903;1.29;5.60;N;M;146509;Warszawa
140000;1;04;PiS;SACKIEWICZ Barbara;5225;1.73;7.50;N;K;146516;Warszawa
140000;1;05;PiS;NOWICKA Lidia Janina;6400;2.11;9.19;N;K;146505;Warszawa
140000;1;06;PiS;KOBITOWICZ Małgorzata Iwona;1665;0.55;2.39;N;K;146513;Warszawa
140000;1;07;PiS;TERLECKI Paweł Andrzej;9886;3.26;14.20;N;M;146518;Warszawa
140000;1;01;SLD;PIEKARSKA Katarzyna Maria;27910;9.21;90.42;N;K;146505;Warszawa
140000;1;02;SLD;KOŁODZIEJSKI Paweł Grzegorz;893;0.29;2.89;N;M;146504;Warszawa
140000;1;03;SLD;BZDAK Zofia Domicela;303;0.10;0.98;N;K;143201;Błonie
140000;1;04;SLD;ŻUKOWSKA Natalia Aleksandra;737;0.24;2.39;N;K;146516;Warszawa
140000;1;05;SLD;SŁOWIŃSKI Władysław;192;0.06;0.62;N;M;146516;Warszawa
140000;1;06;SLD;KOŚCIELECKA Marta Bolesława;209;0.07;0.68;N;K;141802;Bielawa
140000;1;07;SLD;MICHALSKI Daniel;624;0.21;2.02;N;M;146518;Warszawa
140000;2;01;PO;WIŚNIAKOWSKI Bartosz;40724;14.93;31.80;T;M;146518;Warszawa
140000;2;02;PO;STRZAŁKOWSKI Krzysztof Grzegorz;19493;7.14;15.22;T;M;146510;Warszawa
140000;2;03;PO;KIERZKOWSKA Urszula Anna;26409;9.68;20.62;T;K;146518;Warszawa
140000;2;04;PO;HAĆ Adam Michał;13652;5.00;10.66;N;M;146507;Warszawa
140000;2;05;PO;OSIŃSKA Jolanta Stanisława;7182;2.63;5.61;N;K;146502;Warszawa
140000;2;06;PO;SŁOMCZYŃSKA Agnieszka Sylwia;10250;3.76;8.00;N;K;146508;Warszawa
140000;2;07;PO;MENCINA Tomasz Witold;10373;3.80;8.10;N;M;146513;Warszawa
140000;2;01;PSL;JĘDRZEJCZAK Tomasz;1859;0.68;42.59;N;M;146502;Warszawa
140000;2;02;PSL;MASŁOWSKI Wiktor Zbigniew;494;0.18;11.32;N;M;146518;Warszawa
140000;2;03;PSL;BIELSKI Karol Tomasz;473;0.17;10.84;N;M;146504;Warszawa
140000;2;04;PSL;GARSTKA Tatiana Joanna;442;0.16;10.13;N;K;146507;Warszawa
140000;2;05;PSL;WASILEWSKA Lucyna Gertruda;382;0.14;8.75;N;K;146512;Warszawa
140000;2;06;PSL;DUDZIK Maria;468;0.17;10.72;N;K;146503;Warszawa
140000;2;07;PSL;DYDUCH Janusz;247;0.09;5.66;N;M;146502;Warszawa
140000;2;01;PiS;PRÓSZYŃSKI Michał Feliks;34767;12.74;48.46;T;M;146518;Warszawa
140000;2;02;PiS;GRODZKI Michał;15251;5.59;21.26;T;M;146502;Warszawa
140000;2;03;PiS;SNARSKI Andrzej;3716;1.36;5.18;N;M;146502;Warszawa
140000;2;04;PiS;STANISZEWSKA Claudia;5486;2.01;7.65;N;K;146504;Warszawa
140000;2;05;PiS;OMELAŃCZUK Mariusz Marek;1701;0.62;2.37;N;M;142103;Otrębusy
140000;2;06;PiS;WOJTASIK Izabela Antonina;3231;1.18;4.50;N;K;146517;Warszawa
140000;2;07;PiS;JAKUBOWSKA Agnieszka Jadwiga;7599;2.79;10.59;N;K;146516;Warszawa
140000;2;01;SLD;SEKUŁA-SZMAJDZIŃSKA Małgorzata Helena;11075;4.06;70.70;N;K;146516;Warszawa
140000;2;02;SLD;WOŁK-ŁANIEWSKA Agnieszka Katarzyna;2279;0.84;14.55;N;K;146519;Warszawa
140000;2;03;SLD;CEGIELSKI Mariusz Czesław;692;0.25;4.42;N;M;146518;Warszawa
140000;2;04;SLD;LAMCHO Hanna Dorota;471;0.17;3.01;N;K;146512;Warszawa
140000;2;05;SLD;NAMYSŁOWSKI Andrzej Stefan;390;0.14;2.49;N;M;146504;Warszawa
140000;2;06;SLD;TYMIENIECKA Eugenia Józefa;335;0.12;2.14;N;K;146518;Warszawa
140000;2;07;SLD;DZIENISZEWSKI Ryszard Józef;422;0.15;2.69;N;M;146504;Warszawa
140000;3;01;PO;KUCHARSKI Tomasz Antoni;58452;19.72;45.85;T;M;146507;Warszawa
140000;3;02;PO;PAPROCKA-ŚLUSARSKA Wioletta;23470;7.92;18.41;T;K;146511;Warszawa
140000;3;03;PO;ZIĄTEK Izabela;16025;5.41;12.57;T;K;146506;Warszawa
140000;3;04;PO;CELIŃSKI Krzysztof;8446;2.85;6.62;N;M;146505;Warszawa
140000;3;05;PO;JUREK Jerzy Maria;3938;1.33;3.09;N;M;146507;Warszawa
140000;3;06;PO;GĘSINA Elżbieta Dorota;7892;2.66;6.19;N;K;146503;Warszawa
140000;3;07;PO;JEZIORSKI Łukasz Tomasz;9273;3.13;7.27;N;M;146514;Warszawa
140000;3;01;PSL;STELMAŃSKA Izabela;2708;0.91;51.92;N;K;146503;Warszawa
140000;3;02;PSL;SZYMANEK Piotr Ludomir;638;0.22;12.23;N;M;146514;Warszawa
140000;3;03;PSL;BOGIEL Teresa Maria;591;0.20;11.33;N;K;146510;Warszawa
140000;3;04;PSL;KALISZYK Zbigniew;337;0.11;6.46;N;M;141802;Konstancin-Jeziorna
140000;3;05;PSL;SUROWIECKI Robert Jerzy;253;0.09;4.85;N;M;146506;Warszawa
140000;3;06;PSL;FARKOWSKA Agata Maria;426;0.14;8.17;N;K;146508;Warszawa
140000;3;07;PSL;NOWATKIEWICZ Rafał Sebastian;263;0.09;5.04;N;M;146514;Warszawa
140000;3;01;PiS;ZDZIKOT Tomasz Władysław;27598;9.31;33.11;T;M;146514;Warszawa
140000;3;02;PiS;ZABŁOCKI Wojciech Jakub;20554;6.93;24.66;T;M;146513;Warszawa
140000;3;03;PiS;ROŻEK Anna Maria;11444;3.86;13.73;N;K;146518;Warszawa
140000;3;04;PiS;NOWAK Dominik Konrad;4300;1.45;5.16;N;M;142505;Warszawa
140000;3;05;PiS;MATUSIK-NIEDZIAŁEK Agnieszka Magdalena;3574;1.21;4.29;N;K;146514;Warszawa
140000;3;06;PiS;LISIECKA Ewa Elżbieta;13857;4.67;16.62;N;K;146508;Warszawa
140000;3;07;PiS;MILWIW-BARON Piotr;2027;0.68;2.43;N;M;146519;Warszawa
140000;3;01;SLD;WANIEK Danuta;15515;5.23;78.00;N;K;146511;Warszawa
140000;3;02;SLD;PARZYCH-GÓRSKA Urszula Izabela;808;0.27;4.06;N;K;146511;Warszawa
140000;3;03;SLD;ŚWIĘCKI Mariusz;1572;0.53;7.90;N;M;146513;Warszawa
140000;3;04;SLD;SADKOWSKI Dariusz Tadeusz;442;0.15;2.22;N;M;146508;Warszawa
140000;3;05;SLD;WIKTORUK Jolanta;602;0.20;3.03;N;K;146508;Warszawa
140000;3;06;SLD;PARADOWSKI Zbigniew Piotr;376;0.13;1.89;N;M;146505;Warszawa
140000;3;07;SLD;PŁONKA Andrzej;577;0.19;2.90;N;M;146511;Warszawa
140000;4;01;PO;RABOSZUK Wiesław Mariusz;8938;2.44;28.97;T;M;146511;Warszawa
140000;4;02;PO;KOTLEWSKI Stefan Józef;3746;1.02;12.14;N;M;146201;Płock
140000;4;03;PO;RUSINOWSKA Beata Małgorzata;6223;1.70;20.17;N;K;143801;Żyrardów
140000;4;04;PO;KORYTOWSKI Jan;1365;0.37;4.42;N;M;141913;Nowe Proboszczewice
140000;4;05;PO;RZEPLIŃSKA Małgorzata Zofia;2831;0.77;9.18;N;K;140202;Przążewo
