teryt;okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec;terytMZ;mzam
260000;2;08;PiS;PIĘTAK Marcin Piotr;5430;5.19;12.69;N;M;261001;Skarżysko-Kamienna
260000;2;01;SLD;SZEJNA Andrzej Jan;4819;4.61;68.51;N;M;260503;Izabelów
260000;2;02;SLD;SKRĘTEK Andrzej;530;0.51;7.53;N;M;260413;Nowa Słupia
260000;2;03;SLD;WESOŁOWSKA Izabela Olimpia;408;0.39;5.80;N;K;261002;Wołów
260000;2;04;SLD;JAKUBOWSKA Joanna Małgorzata;537;0.51;7.63;N;K;261101;Starachowice
260000;2;05;SLD;GĄSZCZ Barbara;237;0.23;3.37;N;K;260503;Końskie
260000;2;06;SLD;SKUZA Jarosław;202;0.19;2.87;N;M;266101;Kielce
260000;2;07;SLD;BOGDALCZYK Ilona Aleksandra;40;0.04;0.57;N;K;266101;Kielce
260000;2;08;SLD;TERSA Paulina;261;0.25;3.71;N;K;260502;Kamienna Wola
260000;3;01;PO;ŻUKOWSKI Mateusz Jan;5568;3.10;24.65;N;M;266101;Kielce
260000;3;02;PO;PIETRZCZYK Lucjan Marek;4645;2.58;20.57;N;M;260412;Bilcza
260000;3;03;PO;MARCZEWSKA Marzena Anna;2318;1.29;10.26;N;K;266101;Kielce
260000;3;04;PO;GIERADA Sławomir Adam;5809;3.23;25.72;T;M;266101;Kielce
260000;3;05;PO;MISIEK Marcin Robert;1076;0.60;4.76;N;M;266101;Kielce
260000;3;06;PO;MISIUDA Karol;637;0.35;2.82;N;M;266101;Kielce
260000;3;07;PO;SULEJ Marlena Lidia;391;0.22;1.73;N;K;260406;Górno-Zawada
260000;3;08;PO;KRÓL Małgorzata Teresa;639;0.36;2.83;N;K;260409;Masłów Drugi
260000;3;09;PO;DZIOPA Teresa;469;0.26;2.08;N;K;260405;Brzechów
260000;3;10;PO;MAGDZIARZ Włodzimierz Henryk;628;0.35;2.78;N;M;266101;Kielce
260000;3;11;PO;KRYSZTOFIK Bernadetta Elżbieta;405;0.23;1.79;N;K;260417;Nowiny
260000;3;01;PSL;ŻOŁĄDEK Piotr Bogusław;12232;6.80;40.90;T;M;260412;Łabędziów
260000;3;02;PSL;GAŁUSZKA Grzegorz Andrzej;5954;3.31;19.91;T;M;266101;Kielce
260000;3;03;PSL;STANIOCH Małgorzata Maria;3249;1.81;10.86;N;K;266101;Kielce
260000;3;04;PSL;KOWALCZYK Jacek Tomasz;2610;1.45;8.73;N;M;266101;Kielce
260000;3;05;PSL;ŻAK Ireneusz Stanisław;1838;1.02;6.15;N;M;260410;Ćmińsk
260000;3;06;PSL;PASIARSKI Marcin Kazimierz;621;0.35;2.08;N;M;266101;Kielce
260000;3;07;PSL;TUSIEŃ-KUZKA Magdalena;1076;0.60;3.60;N;K;260402;Bodzentyn
260000;3;08;PSL;KMIECICKA Alina Teresa;257;0.14;0.86;N;K;266101;Kielce
260000;3;09;PSL;FIUK Justyna Iwona;314;0.17;1.05;N;K;260412;Bilcza
260000;3;10;PSL;ŚWIERCZ Ilona Agnieszka;510;0.28;1.71;N;K;266101;Kielce
260000;3;11;PSL;MARSZYCKI Janusz Zbigniew;238;0.13;0.80;N;M;266101;Kielce
260000;3;12;PSL;SEGIECIŃSKA Renata Teresa;1009;0.56;3.37;N;K;260403;Chęciny
260000;3;01;PiS;ŚRENIAWSKA Elżbieta;19782;11.00;27.89;T;K;266101;Kielce
260000;3;02;PiS;GĘBSKI Mieczysław;7485;4.16;10.55;T;M;260419;Długojów
260000;3;03;PiS;JANIK Renata Urszula;9849;5.48;13.88;T;K;260419;Zagnańsk
260000;3;04;PiS;FREY Robert Antoni;1382;0.77;1.95;N;M;266101;Kielce
260000;3;05;PiS;MICHALSKI Jacek;3211;1.79;4.53;N;M;266101;Kielce
260000;3;06;PiS;GADAWSKA Maria Krystyna;4853;2.70;6.84;N;K;260404;Chmielnik
260000;3;07;PiS;CZERWIŃSKA Barbara Urszula;4045;2.25;5.70;N;K;260413;Stara Słupia
260000;3;08;PiS;SZYSZKOWSKI Stanisław;1519;0.84;2.14;N;M;260406;Krajno Drugie
260000;3;09;PiS;MAJCHRZAK Grażyna Elżbieta;1243;0.69;1.75;N;K;260412;Morawica
260000;3;10;PiS;BANAŚ Grzegorz Piotr;7416;4.12;10.45;T;M;266101;Kielce
260000;3;11;PiS;ZAWIERUCHA Marcin Adam;1806;1.00;2.55;N;M;260405;Niestachów
260000;3;12;PiS;KOZA Janusz Adam;8342;4.64;11.76;T;M;266101;Kielce
260000;3;01;SLD;MILCARZ Henryk Mieczysław;8483;4.72;62.49;T;M;260419;Zabłocie
260000;3;02;SLD;BIAŁACKI Ryszard Marek;1756;0.98;12.94;N;M;260414;Piekoszów
260000;3;03;SLD;DROGOSZ Małgorzata Elżbieta;553;0.31;4.07;N;K;266101;Kielce
260000;3;04;SLD;KOT Michał;651;0.36;4.80;N;M;260409;Mąchocice Scholasteria
260000;3;05;SLD;SURMA Irena;291;0.16;2.14;N;K;260412;Bilcza
260000;3;06;SLD;GRELA Artur Michał;258;0.14;1.90;N;M;266101;Kielce
260000;3;07;SLD;ZAGÓRSKA Dagmara Aleksandra;230;0.13;1.69;N;K;260402;Bodzentyn
260000;3;08;SLD;KALETA Joanna Izabela;324;0.18;2.39;N;K;266101;Kielce
260000;3;09;SLD;PIETRZYKOWSKI Andrzej;155;0.09;1.14;N;M;260415;Pierzchnica
260000;3;10;SLD;MATYSEK Agnieszka Iwona;123;0.07;0.91;N;K;260409;Wiśniówka
260000;3;11;SLD;SĘDZIEJEWSKA Kamila Katarzyna;153;0.09;1.13;N;K;260403;Radkowice
260000;3;12;SLD;CEDRO Marcin Piotr;597;0.33;4.40;N;M;260405;Niestachów
260000;4;01;PO;KMITA Maciej Robert;3382;2.78;49.24;N;M;260804;Pińczów
260000;4;02;PO;MARCINKOWSKI Sławomir Jan;741;0.61;10.79;N;M;266101;Kielce
260000;4;03;PO;JAROSZEK Zofia Teresa;346;0.28;5.04;N;K;260103;Stary Korczyn
260000;4;04;PO;SZEWCZYK-KORAL Agata Dorota;488;0.40;7.10;N;K;260303;Kazimierza Wielka
260000;4;05;PO;HARABIN Elżbieta;274;0.23;3.99;N;K;261306;Włoszczowa
260000;4;06;PO;MICHALSKI Tomasz Piotr;335;0.28;4.88;N;M;260208;Mzurowa
260000;4;07;PO;SIOJA Anna Czesława;417;0.34;6.07;N;K;260802;Kije
260000;4;08;PO;DŁUGOSZ Bolesław Eugeniusz;189;0.16;2.75;N;M;260101;Bronina
260000;4;09;PO;ŚLUSARCZYK Ireneusz Dominik;697;0.57;10.15;N;M;260202;Jędrzejów
260000;4;01;PSL;JARUBAS Adam Sebastian;31980;26.29;57.75;T;M;260103;Błotnowola
260000;4;02;PSL;KOWALCZYK Tadeusz Józef;3245;2.67;5.86;N;M;260305;Skalbmierz
260000;4;03;PSL;SAS Mieczysław;5235;4.30;9.45;T;M;260101;Busko-Zdrój
260000;4;04;PSL;DZIEKAN Krzysztof;2117;1.74;3.82;N;M;260105;Zielonki
260000;4;05;PSL;WYPYCH Bogusława Bożena;2973;2.44;5.37;N;K;260202;Jędrzejów
260000;4;06;PSL;ANTOS Renata Ewa;1273;1.05;2.30;N;K;260412;Bilcza
260000;4;07;PSL;TYJAS Jolanta Dorota;3651;3.00;6.59;T;K;261306;Nieznanowice
260000;4;08;PSL;MODRZEWIECKA Ilona Maria;693;0.57;1.25;N;K;260804;Młodzawy Duże
260000;4;09;PSL;WAWRZYŁA Leszek Jarosław;4213;3.46;7.61;T;M;260207;Sieńsko
260000;4;01;PiS;BOGUSŁAWSKI Marek Paweł;15368;12.64;36.95;T;M;260202;Prząsław
260000;4;02;PiS;GAWIN Maciej;7775;6.39;18.69;T;M;260101;Busko-Zdrój
260000;4;03;PiS;KONARSKI Artur Marian;5023;4.13;12.08;T;M;261303;Jadwigów
260000;4;04;PiS;CEPIL Józef;3740;3.08;8.99;N;M;260103;Brzostków
260000;4;05;PiS;KWIECIEŃ-ZĄBEK Elżbieta Katarzyna;2349;1.93;5.65;N;K;260101;Busko-Zdrój
260000;4;06;PiS;KRZYPKOWSKA Janina;1527;1.26;3.67;N;K;260804;Pińczów
260000;4;07;PiS;CHRUST Katarzyna Adriana;1225;1.01;2.95;N;K;260203;Wola Tesserowa
260000;4;08;PiS;KONCEWICZ Agnieszka Małgorzata;1485;1.22;3.57;N;K;260202;Piaski
260000;4;09;PiS;PRZYBYSZEWSKI Hubert Wacław;3098;2.55;7.45;N;M;260303;Kazimierza Wielka
260000;4;01;SLD;KOZERA Łukasz Adam;1669;1.37;53.22;N;M;260805;Złota
260000;4;02;SLD;FILIP Rafał Piotr;620;0.51;19.77;N;M;260202;Lasków
260000;4;03;SLD;HUSZNO Leszek Stanisław;284;0.23;9.06;N;M;261306;Włoszczowa
260000;4;04;SLD;MAZUREK Magdalena Anna;309;0.25;9.85;N;K;260804;Pińczów
260000;4;05;SLD;GOLOWSKA Ewelina Urszula;254;0.21;8.10;N;K;260804;Mozgawa
280000;1;01;PO;KUCHCIŃSKI Marcin Andrzej;15136;12.86;39.46;T;M;281404;Kieźliny
280000;1;02;PO;ASTRAMOWICZ-LEYK Teresa Ewa;5215;4.43;13.59;T;K;286201;Olsztyn
280000;1;03;PO;POLITEWICZ Tadeusz;9004;7.65;23.47;T;M;286201;Olsztyn
280000;1;04;PO;OFIERSKA Małgorzata Dorota;2319;1.97;6.05;N;K;281403;Swobodna
280000;1;05;PO;BORKOWSKI Kazimierz;1489;1.26;3.88;N;M;281409;Olsztynek
280000;1;06;PO;GROCHAL Joanna Agata;1359;1.15;3.54;N;K;286201;Olsztyn
280000;1;07;PO;WESOŁEK Grażyna;1951;1.66;5.09;N;K;281401;Ramsowo
280000;1;08;PO;GLINKA Adrian Mateusz;1889;1.60;4.92;N;M;286201;Olsztyn
280000;1;01;PSL;ŚLĄSKA-ZYŚK Wioletta;10066;8.55;54.84;T;K;286201;Olsztyn
280000;1;02;PSL;SZTER Marek Andrzej;2316;1.97;12.62;N;M;281401;Kaplityny
280000;1;03;PSL;LICZNERSKA Grażyna Zyta;1566;1.33;8.53;N;K;281411;Tomaszkowo
280000;1;04;PSL;LEJSZO Lidia Krystyna;590;0.50;3.21;N;K;286201;Olsztyn
280000;1;05;PSL;MATCZYŃSKI Grzegorz Jan;892;0.76;4.86;N;M;286201;Olsztyn
280000;1;06;PSL;GÓRSKA Agnieszka Izabela;1306;1.11;7.12;N;K;281402;Biskupiec
280000;1;07;PSL;FIJAŁKOWSKI Wojciech;860;0.73;4.69;N;M;286201;Olsztyn
280000;1;08;PSL;MRÓZ Cezary Ireneusz;758;0.64;4.13;N;M;286201;Olsztyn
280000;1;01;PiS;RUDNIK Dariusz Stanisław;12219;10.38;40.39;T;M;286201;Olsztyn
280000;1;02;PiS;SOKOŁOWSKI Marek;3110;2.64;10.28;N;M;286201;Olsztyn
280000;1;03;PiS;ULEWICZ Bożenna;5496;4.67;18.17;T;K;281410;Kaborno
280000;1;04;PiS;SUŚWIŁŁO Małgorzata;1715;1.46;5.67;N;K;281407;Giedajty
280000;1;05;PiS;OŚKO Edward;2958;2.51;9.78;N;M;286201;Olsztyn
280000;1;06;PiS;PLAWGO Tadeusz;2344;1.99;7.75;N;M;281401;Barczewo
280000;1;07;PiS;ROSZKO Beata Katarzyna;1431;1.22;4.73;N;K;286201;Olsztyn
280000;1;08;PiS;WŁOS Mieczysław;982;0.83;3.25;N;M;286201;Olsztyn
280000;1;01;SLD;KULASEK Marcin Robert;3775;3.21;34.09;N;M;286201;Olsztyn
280000;1;02;SLD;NALAZEK Ireneusz Mariusz;2162;1.84;19.52;N;M;281411;Stawiguda
280000;1;03;SLD;ASZKIEŁOWICZ Mieczysław;1529;1.30;13.81;N;M;281407;Jonkowo
280000;1;04;SLD;OŁÓW Jolanta;675;0.57;6.10;N;K;286201;Olsztyn
280000;1;05;SLD;SMOLIS Leszek Karol;1080;0.92;9.75;N;M;281402;Biskupiec
280000;1;06;SLD;BARANOWSKA Halina Teresa;559;0.47;5.05;N;K;281410;Purda
280000;1;07;SLD;WALOSZEK Bożena Janina;581;0.49;5.25;N;K;281409;Olsztynek
280000;1;08;SLD;LEWANDOWSKI Janusz Bogdan;713;0.61;6.44;N;M;281401;Bogdany
280000;2;01;PO;HORDEJUK Bernadeta Justyna;8828;7.63;33.17;T;K;280701;Iława
280000;2;02;PO;GORCZYCA Stanisław Andrzej;5866;5.07;22.04;T;M;281509;Szafranki
280000;2;03;PO;KRÓLAK Katarzyna;2547;2.20;9.57;N;K;281508;Morąg
280000;2;04;PO;DEMBEK Ewa Barbara;4300;3.72;16.16;N;K;281202;Lipinki
280000;2;05;PO;GARBACZ Jakub Marcin;2303;1.99;8.65;N;M;280301;Działdowo
280000;2;06;PO;RASZKOWSKI Marcin;895;0.77;3.36;N;M;280702;Lubawa
280000;2;07;PO;CZUCHAN Jerzy Mirosław;445;0.38;1.67;N;M;280306;Rybno
280000;2;08;PO;ZAWODNIK Małgorzata Agnieszka;1428;1.23;5.37;N;K;280304;Lidzbark
280000;2;01;PSL;BRZEZIN Gustaw Marek;15298;13.23;44.49;T;M;281501;Ostróda
280000;2;02;PSL;ZIEJEWSKI Zbigniew;3761;3.25;10.94;N;M;281202;Szwarcenowo
280000;2;03;PSL;ŻELICHOWSKI Stanisław;3679;3.18;10.70;N;M;280303;Iłowo-Osada
280000;2;04;PSL;MARCHALEWSKA Monika Barbara;1831;1.58;5.33;N;K;281508;Kruszewnia
280000;2;05;PSL;DZIENISZEWSKI Andrzej;1692;1.46;4.92;N;M;280701;Iława
280000;2;06;PSL;CHARYTCZAK Agnieszka;481;0.42;1.40;N;K;280706;Nipkowie
280000;2;07;PSL;WIŚNIEWSKI Andrzej Janusz;3027;2.62;8.80;N;M;280304;Lidzbark
280000;2;08;PSL;SZULC Jolanta Elżbieta;4614;3.99;13.42;T;K;281201;Nowe Miasto Lubawskie
280000;2;01;PiS;KIEROZALSKI Grzegorz;8365;7.23;26.09;T;M;281501;Ostróda
280000;2;02;PiS;PALIŃSKA Magdalena Elżbieta;3873;3.35;12.08;N;K;281504;Łukta
280000;2;03;PiS;GONTARZ Robert;7593;6.56;23.68;T;M;280306;Tuczki
280000;2;04;PiS;GODZIŃSKI Damian Jan;1562;1.35;4.87;N;M;281201;Nowe Miasto Lubawskie
280000;2;05;PiS;HATAŁA Bohdan;2887;2.50;9.00;N;M;280701;Iława
280000;2;06;PiS;BARTKOWSKI Łukasz;2799;2.42;8.73;N;M;281205;Nawra
280000;2;07;PiS;RUDNICKA Aleksandra Helena;2383;2.06;7.43;N;K;281201;Nowe Miasto Lubawskie
280000;2;08;PiS;ROCHNOWSKA Renata Maria;2600;2.25;8.11;N;K;281204;Wawrowice
280000;2;01;SLD;ANTOCHOWSKI Jan Józef;3112;2.69;38.48;N;M;281509;Wałdowo
280000;2;02;SLD;ZABIEŁŁO Justyna;1404;1.21;17.36;N;K;281506;Miłakowo
280000;2;03;SLD;KORDECKI Tomasz;772;0.67;9.55;N;M;280301;Działdowo
280000;2;04;SLD;SZREDER Leszek Edward;629;0.54;7.78;N;M;281508;Morąg
280000;2;05;SLD;KARLSSON Elżbieta;672;0.58;8.31;N;K;280301;Działdowo
280000;2;06;SLD;KISICKI Patryk;319;0.28;3.94;N;M;280702;Lubawa
280000;2;07;SLD;KNIAŹ Ewa Danuta;431;0.37;5.33;N;K;280701;Iława
280000;2;08;SLD;MAŁECKI Kazimierz;748;0.65;9.25;N;M;280701;Iława
280000;3;01;PO;KLUGE Grażyna Teresa;14134;12.12;33.07;T;K;286101;Elbląg
280000;3;02;PO;KASPRZYCKA Maria Iwona;2922;2.51;6.84;N;K;286101;Elbląg
280000;3;03;PO;CHYL Marek;4241;3.64;9.92;T;M;280901;Lidzbark Warmiński
280000;3;04;PO;JANUSZ Ryszard;2603;2.23;6.09;N;M;286101;Elbląg
280000;3;05;PO;KRÓL Jadwiga;4172;3.58;9.76;N;K;286101;Elbląg
280000;3;06;PO;GODOWSKI Jan;913;0.78;2.14;N;M;280201;Braniewo
280000;3;07;PO;DZIĘGO Aneta Ewa;1134;0.97;2.65;N;K;280407;Krasin
280000;3;08;PO;KASZA Elżbieta;784;0.67;1.83;N;K;280203;Frombork
280000;3;09;PO;SYCZ Miron;11835;10.15;27.69;T;M;280102;Górowo Iławeckie
280000;3;01;PSL;BOBEK Jan;6330;5.43;38.15;T;M;280206;Piórkowo
280000;3;02;PSL;ZABŁOCKI Wojciech;2412;2.07;14.54;N;M;280103;Krawczyki
280000;3;03;PSL;GORBACZEWSKI Mirosław Krzysztof;1603;1.37;9.66;N;M;286101;Elbląg
280000;3;04;PSL;STANKIEWICZ Iza;933;0.80;5.62;N;K;286101;Elbląg
280000;3;05;PSL;OLEKSIAK Danuta;1015;0.87;6.12;N;K;280403;Wikrowo
280000;3;06;PSL;DZIADOSZ Robert Przemysław;765;0.66;4.61;N;M;280901;Lidzbark Warmiński
280000;3;07;PSL;NISIEWICZ Ewa;1269;1.09;7.65;N;K;280406;Płonne
280000;3;08;PSL;MARTUL Bożena;1078;0.92;6.50;N;K;280101;Bartoszyce
280000;3;09;PSL;JASINA Stanisław Czesław;1189;1.02;7.17;N;M;286101;Elbląg
280000;3;01;PiS;KAZIMIERCZUK Marcin;10858;9.31;32.97;T;M;280101;Bartoszyce
280000;3;02;PiS;SZLIWIŃSKI Paweł;3582;3.07;10.88;N;M;280205;Pieniężno
280000;3;03;PiS;PAWLIK Jacek Roman;4700;4.03;14.27;T;M;280902;Kiwity
280000;3;04;PiS;ŚLIZ Krzysztof Jerzy;1000;0.86;3.04;N;M;286101;Elbląg
280000;3;05;PiS;HANKUS Katarzyna Anna;2988;2.56;9.07;N;K;286101;Elbląg
280000;3;06;PiS;KONIECKO Henryk;2601;2.23;7.90;N;M;280407;Pasłęk
280000;3;07;PiS;ANDRUSZKIEWICZ Jolanta Wiesława;3919;3.36;11.90;T;K;280101;Bartoszyce
280000;3;08;PiS;MODZELEWSKA-KOCHAN Katarzyna Beata;1688;1.45;5.13;N;K;280201;Braniewo
280000;3;09;PiS;JACEK Julia Joanna;1594;1.37;4.84;N;K;280202;Stępień
280000;3;01;SLD;MAŃKUT Władysław;4108;3.52;47.24;N;M;286101;Elbląg
280000;3;02;SLD;GNIADO Iwona;872;0.75;10.03;N;K;286101;Elbląg
280000;3;03;SLD;ZUBRYCKA Danuta Jadwiga;704;0.60;8.10;N;K;280101;Bartoszyce
280000;3;04;SLD;PIEKART Sylwia;917;0.79;10.55;N;K;280905;Orneta
280000;3;05;SLD;ŁĄCZYŃSKI Włodzimierz Józef;206;0.18;2.37;N;M;280201;Braniewo
280000;3;06;SLD;MACHEJEK Jerzy;152;0.13;1.75;N;M;280404;Markusy
280000;3;07;SLD;BIERYŃDO Agnieszka Elżbieta;212;0.18;2.44;N;K;280205;Pieniężno
280000;3;08;SLD;BACZEWSKI Bogdan;345;0.30;3.97;N;M;280106;Stopki
280000;3;09;SLD;ZIELONKA Andrzej Jan;1180;1.01;13.57;N;M;286101;Elbląg
280000;4;01;PO;HOMZA Zbigniew Mirosław;7915;9.66;28.80;T;M;280801;Kętrzyn
280000;4;02;PO;SŁOMA Jarosław Marek;7102;8.67;25.85;T;M;281803;Suczki
280000;4;03;PO;KOCH Eugeniusz Kazimierz;2461;3.00;8.96;N;M;280801;Kętrzyn
280000;4;04;PO;URBANOWICZ Emilia;2691;3.29;9.79;N;K;281304;Olecko
280000;4;05;PO;KAŁĘBASIAK Urszula Bożena;388;0.47;1.41;N;K;281902;Pozezdrze
280000;4;06;PO;BARAN Anna Natalia;1106;1.35;4.03;N;K;280801;Kętrzyn
280000;4;07;PO;ORZECHOWSKI Andrzej;5815;7.10;21.16;N;M;280501;Ełk
280000;4;01;PSL;ADAMCZYK Edward Jan;3571;4.36;29.10;T;M;281304;Olecko
280000;4;02;PSL;RACZYŃSKI Kazimierz;1285;1.57;10.47;N;M;280503;Mazurowo
280000;4;03;PSL;SZAŁKO Agnieszka;2730;3.33;22.25;N;K;281903;Węgorzewo
280000;4;04;PSL;MARKOWSKA Joanna;1002;1.22;8.16;N;K;280501;Ełk
280000;4;05;PSL;STANKIEWICZ Aneta Jolanta;1139;1.39;9.28;N;K;281801;Banie Mazurskie
280000;4;06;PSL;MRÓZ Katarzyna;1646;2.01;13.41;N;K;281304;Olecko
280000;4;07;PSL;LOTEK Eugeniusz;899;1.10;7.33;N;M;280801;Kętrzyn
280000;4;01;PiS;CZEMIEL Paweł;7819;9.55;34.38;T;M;280501;Ełk
280000;4;02;PiS;OŁYŃSKI Waldemar;2808;3.43;12.35;N;M;280601;Giżycko
280000;4;03;PiS;PIĄTKOWSKA Martyna Paula;2082;2.54;9.16;N;K;281803;Gołdap
280000;4;04;PiS;FABCZAK Jan;2080;2.54;9.15;N;M;280502;Judziki
280000;4;05;PiS;SUCHOCKA Agnieszka Jolanta;2959;3.61;13.01;N;K;281304;Olecko
280000;4;06;PiS;PROKOP Grzegorz Waldemar;3314;4.05;14.57;T;M;280801;Kętrzyn
280000;4;07;PiS;GIENIECZKO Joanna;1678;2.05;7.38;N;K;280803;Nowa Wieś Mała
280000;4;01;SLD;IWIŃSKI Tadeusz;4407;5.38;49.52;N;M;280803;Wajsznory
280000;4;02;SLD;CZEPUŁKOWSKI Jerzy Mieczysław;2180;2.66;24.50;N;M;280501;Ełk
280000;4;03;SLD;HAWRUS Alicja;587;0.72;6.60;N;K;280501;Ełk
280000;4;04;SLD;CHOMONTOWSKA Joanna;497;0.61;5.58;N;K;280801;Kętrzyn
280000;4;05;SLD;PIENIAK Mariusz Piotr;770;0.94;8.65;N;M;280805;Zawidy
280000;4;06;SLD;STRENKOWSKA Małgorzata Karolina;276;0.34;3.10;N;K;281803;Gołdap
280000;4;07;SLD;MIERZWA Sławomir Robert;182;0.22;2.05;N;M;281701;Szczytno
280000;5;01;PO;PIOTROWSKA Jolanta;12164;11.97;45.08;T;K;280601;Giżycko
280000;5;02;PO;SOBIECH Katarzyna;4240;4.17;15.71;N;K;281603;Pisz
280000;5;03;PO;KLINK Waldemar Ryszard;357;0.35;1.32;N;M;281405;Łupstych
280000;5;04;PO;CHMIELIŃSKI Igor;2822;2.78;10.46;N;M;281701;Szczytno
280000;5;05;PO;GROCHAL Antoni Stefan;1229;1.21;4.55;N;M;281104;Tatary
280000;5;06;PO;DĄBROWSKA Kazimiera;776;0.76;2.88;N;K;281002;Mikołajki
280000;5;07;PO;KOWALEWSKA Danuta;945;0.93;3.50;N;K;281604;Ruciane-Nida
280000;5;08;PO;OSIECKI Julian;4450;4.38;16.49;T;M;281001;Mrągowo
280000;5;01;PSL;JASKULSKA Sylwia Monika;10493;10.33;45.32;T;K;281702;Dąbrowa
280000;5;02;PSL;CHODAKOWSKI Ryszard Wojciech;1586;1.56;6.85;N;M;280604;Gajewo
280000;5;03;PSL;EIDTNER Alicja;1575;1.55;6.80;N;K;281103;Turówko
280000;5;04;PSL;KROPIWNICKA Iwona;1918;1.89;8.28;N;K;281005;Kozłowo
280000;5;05;PSL;GRYCIUK Leszek Marek;1469;1.45;6.34;N;M;281604;Wygryny
280000;5;06;PSL;PIWOWARCZYK Marcin Marian;2286;2.25;9.87;T;M;281001;Mrągowo
280000;5;07;PSL;PŁYWACZ Emilia;1668;1.64;7.20;N;K;281602;Orzysz
280000;5;08;PSL;KRZYŚKÓW Adam;2159;2.13;9.32;N;M;281707;Kolonia
280000;5;01;PiS;KOZŁOWSKI Patryk;11653;11.47;36.21;T;M;281104;Nidzica
280000;5;02;PiS;ŻUCHOWSKI Henryk;5239;5.16;16.28;T;M;281701;Szczytno
280000;5;03;PiS;DOMIAN Marcin;4708;4.63;14.63;N;M;281004;Piersławek
280000;5;04;PiS;KRYSIUK Bożenna Halina;1619;1.59;5.03;N;K;280610;Wydminy
280000;5;05;PiS;SZKARADZIŃSKI Mateusz;3637;3.58;11.30;N;M;281603;Pisz
280000;5;06;PiS;ROMATOWSKA Marta;1538;1.51;4.78;N;K;280605;Kruklanki
280000;5;07;PiS;GĄSKA Anna;1871;1.84;5.81;N;K;281701;Szczytno
280000;5;08;PiS;DŁUGOZIMA Janusz Józef;1917;1.89;5.96;N;M;281603;Pisz
280000;5;01;SLD;KOBYLIŃSKA Lucyna;2743;2.70;40.46;N;K;281704;Pasym
280000;5;02;SLD;MALISZEWSKI Krzysztof;1140;1.12;16.82;N;M;281104;Załuski
280000;5;03;SLD;PYSZNA Malwina Maria;433;0.43;6.39;N;K;281001;Mrągowo
280000;5;04;SLD;BONISŁAWSKI Adam;311;0.31;4.59;N;M;280601;Giżycko
280000;5;05;SLD;NADOLNA Janina;737;0.73;10.87;N;K;281604;Ruciane-Nida
280000;5;06;SLD;DYLAK Grzegorz Mirosław;408;0.40;6.02;N;M;281001;Mrągowo
280000;5;07;SLD;LORENZ Anna;597;0.59;8.81;N;K;281702;Sąpłaty
280000;5;08;SLD;MAKOWIECKI Stanisław;410;0.40;6.05;N;M;281701;Szczytno
300000;1;01;PO;WOŹNIAK Marek;58004;26.16;49.43;T;M;302115;Suchy Las
300000;1;02;PO;SOKOŁOWSKA Tatiana Marta;12845;5.79;10.95;T;K;306401;Poznań
300000;1;03;PO;STOCHNIAŁEK Paulina;4811;2.17;4.10;T;K;302116;Swarzędz
300000;1;04;PO;ANASTASOW Aldona Ewa;2302;1.04;1.96;N;K;306401;Poznań
300000;1;05;PO;TOMASZKIEWICZ Adrian;3828;1.73;3.26;N;M;306401;Poznań
300000;1;06;PO;KACZMAREK Filip Andrzej;4666;2.10;3.98;N;M;306401;Poznań
300000;1;07;PO;JAŚKOWIAK Joanna;30892;13.93;26.33;T;K;306401;Poznań
300000;1;01;PSL;KRAKOWIAK Julia Maria;1364;0.62;34.57;N;K;301303;Wojnowice
300000;1;02;PSL;KACZMAREK Andrzej;654;0.29;16.57;N;M;306401;Poznań
300000;1;03;PSL;TOMCZAK Przemysław Marek;697;0.31;17.66;N;M;302113;Cerekwica
300000;1;04;PSL;WŁODARCZYK Martyna Maria;368;0.17;9.33;N;K;306401;Poznań
300000;1;05;PSL;KLIMEK Rafał;274;0.12;6.94;N;M;303104;Lipka
300000;1;06;PSL;WYSOCKA-BABST Ewelina Magdalena;230;0.10;5.83;N;K;306401;Poznań
300000;1;07;PSL;BEER Marek;359;0.16;9.10;N;M;306401;Poznań
300000;1;01;PiS;CZERWIŃSKI Zbigniew;29451;13.28;59.21;T;M;306401;Poznań
300000;1;02;PiS;SZELĄGOWSKI Piotr Adam;4853;2.19;9.76;N;M;306401;Poznań
300000;1;03;PiS;MICHALSKA-MICKIEWICZ Małgorzata;4179;1.88;8.40;N;K;302114;Rybojedzko
300000;1;04;PiS;JACYNA-ONYSZKIEWICZ Zbigniew;3927;1.77;7.90;N;M;306401;Poznań
300000;1;05;PiS;MĄCZKOWSKA Dorota Małgorzata;1794;0.81;3.61;N;K;306401;Poznań
300000;1;06;PiS;JURGA Grzegorz Jan;3919;1.77;7.88;N;M;306401;Poznań
300000;1;07;PiS;KODYM-SULANOWSKA Magdalena Maria;1613;0.73;3.24;N;K;306401;Poznań
300000;1;01;SLD;WITKOWSKI Waldemar Włodzimierz;8756;3.95;57.66;N;M;306401;Poznań
300000;1;02;SLD;WIECZOREK-FILIPIAK Mirosława Michalina;1558;0.70;10.26;N;K;306401;Poznań
300000;1;03;SLD;DUTKIEWICZ Lucjan Gerard;1186;0.53;7.81;N;M;306401;Poznań
300000;1;04;SLD;KONIECZNA Aneta Regina;1490;0.67;9.81;N;K;306401;Poznań
300000;1;05;SLD;RZEPKA Ewa Maria;772;0.35;5.08;N;K;306401;Poznań
