okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
13;25;PO;Dominika Teresa KOTALA;261;0.05;0.20;N;K
13;26;PO;Piotr Marian OPALSKI;203;0.04;0.15;N;M
13;27;PO;Janusz Izydor KOŁACZ;252;0.05;0.19;N;M
13;28;PO;Józef LASSOTA;8285;1.53;6.20;T;M
13;01;PSL;Wojciech KOZAK;3502;0.65;23.91;N;M
13;02;PSL;Małgorzata Maria MARCIŃSKA;622;0.11;4.25;N;K
13;03;PSL;Dariusz Janusz NOWAK;2222;0.41;15.17;N;M
13;04;PSL;Adam Stanisław DOMAGAŁA;1001;0.18;6.84;N;M
13;05;PSL;Urszula STOCHEL;382;0.07;2.61;N;K
13;06;PSL;Halina Ewa KURTYKA;535;0.10;3.65;N;K
13;07;PSL;Jan ŁAKSA;385;0.07;2.63;N;M
13;08;PSL;Marzena Iwona PASZKOT;89;0.02;0.61;N;K
13;09;PSL;Marian Stanisław GAMRAT;631;0.12;4.31;N;M
13;10;PSL;Marek PIEKARA;779;0.14;5.32;N;M
13;11;PSL;Wiesław Stanisław MUSIAŁ;168;0.03;1.15;N;M
13;12;PSL;Tadeusz DURŁAK;364;0.07;2.49;N;M
13;13;PSL;Józef Marek RYSAK;201;0.04;1.37;N;M
13;14;PSL;Justyna BIAŁAŚ;204;0.04;1.39;N;K
13;15;PSL;Małgorzata Elżbieta MARDYŁA;289;0.05;1.97;N;K
13;16;PSL;Krzysztof GRZESIK;88;0.02;0.60;N;M
13;17;PSL;Barbara CZECH;185;0.03;1.26;N;K
13;18;PSL;Elżbieta Helena WĘGRZYNOWSKA;82;0.02;0.56;N;K
13;19;PSL;Jerzy Włodzimierz WNĘK;324;0.06;2.21;N;M
13;20;PSL;Grzegorz TOMSIA;391;0.07;2.67;N;M
13;21;PSL;Marek Edward SZYMAŃSKI;325;0.06;2.22;N;M
13;22;PSL;Arkadiusz Kazimierz ZYCH;233;0.04;1.59;N;M
13;23;PSL;Krzysztof Janusz MALIK;424;0.08;2.90;N;M
13;24;PSL;Barbara Elżbieta KAWA;163;0.03;1.11;N;K
13;25;PSL;Wiesława ZBOROCH;74;0.01;0.51;N;K
13;26;PSL;Czesław DOŁĘGA;82;0.02;0.56;N;M
13;27;PSL;Jolanta Czesława ZAJĄCZKOWSKA;104;0.02;0.71;N;K
13;28;PSL;Wojciech Robert SZCZEPANIK;795;0.15;5.43;N;M
13;01;PiS;Małgorzata Ewa WASSERMANN;81379;15.00;38.82;T;K
13;02;PiS;Andrzej Mieczysław ADAMCZYK;18514;3.41;8.83;T;M
13;03;PiS;Ryszard Iwon TERLECKI;7913;1.46;3.78;T;M
13;04;PiS;Barbara Ewa BUBULA;9813;1.81;4.68;T;K
13;05;PiS;Jacek Piotr OSUCH;10219;1.88;4.88;T;M
13;06;PiS;Piotr Krzysztof ĆWIK;6365;1.17;3.04;N;M
13;07;PiS;Ryszard KAPUŚCIŃSKI;1913;0.35;0.91;N;M
13;08;PiS;Lesław Czesław BLACHA;2840;0.52;1.35;N;M
13;09;PiS;Elżbieta DUDA;6555;1.21;3.13;T;K
13;10;PiS;Barbara Ewa NOWAK;1396;0.26;0.67;N;K
13;11;PiS;Krzysztof Stanisław DUREK;503;0.09;0.24;N;M
13;12;PiS;Magdalena Katarzyna NAWARA;1697;0.31;0.81;N;K
13;13;PiS;Piotr Karol SERAFIN;3045;0.56;1.45;N;M
13;14;PiS;Szymon Karol HUPTYŚ;588;0.11;0.28;N;M
13;15;PiS;Stanisław RUMIAN;1949;0.36;0.93;N;M
13;16;PiS;Mirosław Szczepan BORUTA;1192;0.22;0.57;N;M
13;17;PiS;Iwona Maria KORNAŚ-PIERZAK;497;0.09;0.24;N;K
13;18;PiS;Włodzimierz TOCHOWICZ;851;0.16;0.41;N;M
13;19;PiS;Krystyna GAMRAT;924;0.17;0.44;N;K
13;20;PiS;Mirosław Jan GILARSKI;1350;0.25;0.64;N;M
13;21;PiS;Romana Lucyna MAZIEJ-NIEWCZAS;646;0.12;0.31;N;K
13;22;PiS;Zbigniew Stanisław GRZYB;1115;0.21;0.53;N;M
13;23;PiS;Anna Maria MIŁOWSKA;705;0.13;0.34;N;K
13;24;PiS;Maciej Robert MIEZIAN;707;0.13;0.34;N;M
13;25;PiS;Monika BĘTKOWSKA;782;0.14;0.37;N;K
13;26;PiS;Paulina Teresa KOŚCIÓŁEK;830;0.15;0.40;N;K
13;27;PiS;Dariusz Robert GORGOŃ;1780;0.33;0.85;N;M
13;28;PiS;Jarosław Adam GOWIN;43539;8.02;20.77;T;M
13;01;SLD;Kazimiera SZCZUKA;22060;4.07;63.91;N;K
13;02;SLD;Ryszard Kazimierz ŚMIAŁEK;2521;0.46;7.30;N;M
13;03;SLD;Marcel Ireneusz KWAŚNIAK;481;0.09;1.39;N;M
13;04;SLD;Jerzy Franciszek PROKOP;457;0.08;1.32;N;M
13;05;SLD;Małgorzata Antonina WĘGRZYN;2557;0.47;7.41;N;K
13;06;SLD;Agata Beata MAJDA;510;0.09;1.48;N;K
13;07;SLD;Ada Julianna SMĘTEK;205;0.04;0.59;N;K
13;08;SLD;Marian Bronisław JANKOWSKI;155;0.03;0.45;N;M
13;09;SLD;Jerzy Władysław JASKIERNIA;1466;0.27;4.25;N;M
13;10;SLD;Ryszard Jan CIACH;183;0.03;0.53;N;M
13;12;SLD;Paulina Olga BACZYŃSKA;289;0.05;0.84;N;K
13;13;SLD;Mariola Grażyna WESOŁOWSKA;496;0.09;1.44;N;K
13;14;SLD;Paweł Piotr BERNARD;109;0.02;0.32;N;M
13;15;SLD;Magdalena Bronisława KUBAŃSKA;315;0.06;0.91;N;K
13;16;SLD;Anna Maria FUDALIK;104;0.02;0.30;N;K
13;17;SLD;Andrzej Józef GRODECKI;120;0.02;0.35;N;M
13;18;SLD;Jerzy Stanisław WOJTANOWICZ;177;0.03;0.51;N;M
13;19;SLD;Joanna Maria TALAR;155;0.03;0.45;N;K
13;20;SLD;Jerzy GARGA;66;0.01;0.19;N;M
13;21;SLD;Maria Bożena MADEJSKA;486;0.09;1.41;N;K
13;22;SLD;Jakub Krzysztof MACIEJEWSKI;119;0.02;0.34;N;M
13;23;SLD;Jerzy Paweł OSTROWSKI;152;0.03;0.44;N;M
13;24;SLD;Zbigniew Janusz KARENDAŁ;53;0.01;0.15;N;M
13;25;SLD;Agnieszka Anna ROGÓŻ;219;0.04;0.63;N;K
13;26;SLD;Małgorzata Janina POCZTOWSKA;81;0.01;0.23;N;K
13;27;SLD;Robert Roman ZIMNIAK;982;0.18;2.84;N;M
14;01;PO;Andrzej Stanisław CZERWIŃSKI;17487;5.63;40.38;T;M
14;02;PO;Andrzej Józef GUT-MOSTOWY;10120;3.26;23.37;N;M
14;03;PO;Grażyna Karolina SUKIENNIK;1348;0.43;3.11;N;K
14;04;PO;Tadeusz PATALITA;2674;0.86;6.17;N;M
14;05;PO;Agata Kazimiera KRÓL-MIREK;1020;0.33;2.36;N;K
14;06;PO;Michał Szczepan DIDUCH;3393;1.09;7.83;N;M
14;07;PO;Eugeniusz Józef ZAJĄCZKOWSKI;859;0.28;1.98;N;M
14;08;PO;Zofia JEŻ;754;0.24;1.74;N;K
14;09;PO;Renata Helena NOWAK;454;0.15;1.05;N;K
14;10;PO;Andrzej Tadeusz GĄSIENICA-MAKOWSKI;1426;0.46;3.29;N;M
14;11;PO;Andrzej CIKOWSKI;162;0.05;0.37;N;M
14;12;PO;Janusz Tomasz GUBERNAT;209;0.07;0.48;N;M
14;13;PO;Halina Maria WĄSOWSKA-SCHIRMER;245;0.08;0.57;N;K
14;14;PO;Danuta Joanna SZTENCEL;461;0.15;1.06;N;K
14;15;PO;Wioletta Jadwiga OLEKSY;383;0.12;0.88;N;K
14;16;PO;Małgorzata Grażyna GUCWIŃSKA;179;0.06;0.41;N;K
14;17;PO;Grażyna ŁABNO;378;0.12;0.87;N;K
14;18;PO;Waldemar Paweł OLSZYŃSKI;310;0.10;0.72;N;M
14;19;PO;Maria Dominika WACHAŁOWICZ-KIERSZTYN;184;0.06;0.42;N;K
14;20;PO;Marcin Mateusz PORĘBA;1263;0.41;2.92;N;M
14;01;PSL;Bronisław DUTKA;3262;1.05;25.23;N;M
14;02;PSL;Stanisław Wojciech PASOŃ;3334;1.07;25.79;N;M
14;03;PSL;Stanisław BARNAŚ;1655;0.53;12.80;N;M
14;04;PSL;Jerzy Andrzej NALEPKA;972;0.31;7.52;N;M
14;05;PSL;Józefa KOLBRECKA;330;0.11;2.55;N;K
14;06;PSL;Krystyna BARAN;333;0.11;2.58;N;K
14;07;PSL;Urszula Zofia NIEMIEC;562;0.18;4.35;N;K
14;08;PSL;Grzegorz Jerzy PABIS;152;0.05;1.18;N;M
14;09;PSL;Izabela Zuzanna SARNA;245;0.08;1.89;N;K
14;10;PSL;Dariusz Paweł KANTOR;288;0.09;2.23;N;M
14;11;PSL;Czesława Maria KRÓLCZYK;152;0.05;1.18;N;K
14;12;PSL;Anna Helena MAJDA;149;0.05;1.15;N;K
14;13;PSL;Józef ZBOROWSKI;100;0.03;0.77;N;M
14;14;PSL;Jan Stanisław POTOCZEK;218;0.07;1.69;N;M
14;15;PSL;Paweł Leszek TALAR;352;0.11;2.72;N;M
14;16;PSL;Jacek Edward BABIŃSKI;41;0.01;0.32;N;M
14;17;PSL;Andrzej BARNA;160;0.05;1.24;N;M
14;18;PSL;Małgorzata Anna WRÓBEL;166;0.05;1.28;N;K
14;19;PSL;Józef TOBIASZ;458;0.15;3.54;N;M
14;01;PiS;Piotr Aleksander NAIMSKI;20408;6.58;10.85;T;M
14;02;PiS;Józef Krzysztof LEŚNIAK;16167;5.21;8.60;T;M
14;03;PiS;Anna PALUCH;15049;4.85;8.00;T;K
14;04;PiS;Wiesław Stanisław JANCZYK;16349;5.27;8.70;T;M
14;05;PiS;Barbara Halina BARTUŚ;20725;6.68;11.02;T;K
14;06;PiS;Jan PICZURA;7085;2.28;3.77;N;M
14;07;PiS;Arkadiusz MULARCZYK;36903;11.89;19.63;T;M
14;08;PiS;Edward SIARKA;13953;4.50;7.42;T;M
14;09;PiS;Marta MORDARSKA;5590;1.80;2.97;N;K
14;10;PiS;Jan Wiesław DUDA;9110;2.94;4.85;T;M
14;11;PiS;Julian STOPKA;3149;1.01;1.67;N;M
14;12;PiS;Ewa FILIPIAK;4449;1.43;2.37;N;K
14;13;PiS;Marian Józef RYBA;1276;0.41;0.68;N;M
14;14;PiS;Tadeusz Kajetan GRABOWSKI;1070;0.34;0.57;N;M
14;15;PiS;Teresa JANCZURA;744;0.24;0.40;N;K
14;16;PiS;Wojciech Andrzej CIEŚLAK;1465;0.47;0.78;N;M
14;17;PiS;Paweł ŚLIWA;6397;2.06;3.40;N;M
14;18;PiS;Grażyna Katarzyna TYLKA;2283;0.74;1.21;N;K
14;19;PiS;Karolina Elżbieta GANCARCZYK;905;0.29;0.48;N;K
14;20;PiS;Małgorzata Agnieszka BELSKA;4933;1.59;2.62;N;K
14;01;SLD;Joanna Maria LEJA;2992;0.96;38.40;N;K
14;02;SLD;Katarzyna Justyna BARTKOWSKA;1357;0.44;17.42;N;K
14;03;SLD;Henryk PLATO;1096;0.35;14.07;N;M
14;05;SLD;Elżbieta Maria HOŁOWEŃKO;107;0.03;1.37;N;K
14;06;SLD;Grażyna Jadwiga KOLASA;191;0.06;2.45;N;K
14;07;SLD;Mieczysław HĘDRZAK;97;0.03;1.24;N;M
14;08;SLD;Henryk Roman WOLSKI;297;0.10;3.81;N;M
14;09;SLD;Katarzyna Anna JAWORSKA;301;0.10;3.86;N;K
14;10;SLD;Adrian Dawid LEJA;124;0.04;1.59;N;M
14;11;SLD;Karolina KLINK;89;0.03;1.14;N;K
14;12;SLD;Janusz Czesław ZARZYCKI;103;0.03;1.32;N;M
14;13;SLD;Wiesław Jan PIĄTKOWSKI;69;0.02;0.89;N;M
14;14;SLD;Małgorzata GOŁĄB;140;0.05;1.80;N;K
14;15;SLD;Ewelina Alicja RYŁKO;121;0.04;1.55;N;K
14;16;SLD;Anna Maria PIWOWARCZYK;104;0.03;1.33;N;K
14;17;SLD;Tomasz OLSZEWSKI;104;0.03;1.33;N;M
14;18;SLD;Anna Maria ŻUCHOWICZ;119;0.04;1.53;N;K
14;19;SLD;Dariusz Juliusz ZABRZEWSKI;79;0.03;1.01;N;M
14;20;SLD;Włodzimierz Tadeusz ZAPIÓRKOWSKI;302;0.10;3.88;N;M
15;01;PO;Urszula Danuta AUGUSTYN;13928;4.78;32.48;T;K
15;02;PO;Robert Marian WARDZAŁA;10215;3.50;23.82;N;M
15;03;PO;Elżbieta Jadwiga ACHINGER;7136;2.45;16.64;N;K
15;04;PO;Jacek Paweł PAJĄK;2504;0.86;5.84;N;M
15;05;PO;Jan Wiesław MUSIAŁ;2065;0.71;4.81;N;M
15;06;PO;Jacek Andrzej TOMASIK;867;0.30;2.02;N;M
15;07;PO;Anna Maria GRABCZYŃSKA;1153;0.40;2.69;N;K
15;08;PO;Mieczysław Jan KRAS;791;0.27;1.84;N;M
15;09;PO;Karolina Izabela ZEGIEL;252;0.09;0.59;N;K
15;10;PO;Leszek Bohdan RAJTARSKI;330;0.11;0.77;N;M
15;11;PO;Marek PODRAZA;789;0.27;1.84;N;M
15;12;PO;Paulina Maria NOWAKOWSKA;398;0.14;0.93;N;K
15;13;PO;Jerzy Tadeusz SOSKA;694;0.24;1.62;N;M
15;14;PO;Grzegorz HARABASZ;426;0.15;0.99;N;M
15;15;PO;Grzegorz Krzysztof SIENKIEWICZ;237;0.08;0.55;N;M
15;16;PO;Adelina Łucja SKUPIEWSKA;263;0.09;0.61;N;K
15;17;PO;Marek Krzysztof KOZIARA;196;0.07;0.46;N;M
15;18;PO;Katarzyna Maria PACEWICZ-PYREK;643;0.22;1.50;N;K
15;01;PSL;Władysław Marcin KOSINIAK-KAMYSZ;12171;4.17;51.68;T;M
15;02;PSL;Andrzej Stefan SZTORC;1363;0.47;5.79;N;M
15;03;PSL;Ludwik Kajetan WĘGRZYN;2033;0.70;8.63;N;M
15;04;PSL;Marcin Stanisław GAWEŁ;2232;0.77;9.48;N;M
15;05;PSL;Ewa Irena CIERNIAK-LAMBERT;694;0.24;2.95;N;K
15;06;PSL;Paweł Stanisław JANUS;298;0.10;1.27;N;M
15;07;PSL;Adam Jan KWAŚNIAK;1016;0.35;4.31;N;M
15;08;PSL;Stanisław POCZĄTEK;741;0.25;3.15;N;M
15;09;PSL;Adriana Katarzyna BŁASZCZYK;177;0.06;0.75;N;K
15;10;PSL;Marek CIASTOŃ;378;0.13;1.60;N;M
15;11;PSL;Grzegorz DUDA;681;0.23;2.89;N;M
15;12;PSL;Wiesława KORNAŚ-KITA;89;0.03;0.38;N;K
15;13;PSL;Maria Halina GAWLE;79;0.03;0.34;N;K
15;14;PSL;Monika Maria TOMALA;240;0.08;1.02;N;K
15;15;PSL;Anna Ewa PIECH;195;0.07;0.83;N;K
15;16;PSL;Ewa Maria KOPACZ;479;0.16;2.03;N;K
15;17;PSL;Jan GRABSKI;65;0.02;0.28;N;M
15;18;PSL;Stanisław Andrzej SORYS;621;0.21;2.64;N;M
15;01;PiS;Włodzimierz BERNACKI;27673;9.49;18.25;T;M
15;02;PiS;Michał Jan WOJTKIEWICZ;13230;4.54;8.73;T;M
15;03;PiS;Urszula Beata RUSECKA;16971;5.82;11.19;T;K
15;04;PiS;Józef ROJEK;10120;3.47;6.67;N;M
15;05;PiS;Wiesław KRAJEWSKI;13060;4.48;8.61;T;M
15;06;PiS;Bogdan Tomasz KOSTURKIEWICZ;7735;2.65;5.10;N;M
15;07;PiS;Józefa SZCZUREK-ŻELAZKO;15635;5.36;10.31;T;K
15;08;PiS;Kazimierz KOPROWSKI;8873;3.04;5.85;N;M
15;09;PiS;Wojciech SKRUCH;6071;2.08;4.00;N;M
15;10;PiS;Anna Małgorzata CZECH;11089;3.80;7.31;T;K
15;11;PiS;Józef MROCZEK;2657;0.91;1.75;N;M
15;12;PiS;Marek Leszek BURDA;2818;0.97;1.86;N;M
15;13;PiS;Teresa Alicja POŁOSKA;1648;0.57;1.09;N;K
15;14;PiS;Beata Katarzyna HUDYMA;2562;0.88;1.69;N;K
15;15;PiS;Aleksandra ŚLUSAREK;1764;0.60;1.16;N;K
15;16;PiS;Grzegorz Edmund PIĄTKOWSKI;1721;0.59;1.14;N;M
15;17;PiS;Izabela Małgorzata STEFAŃCZYK;852;0.29;0.56;N;K
15;18;PiS;Piotr Janusz GŁADYSZ;7144;2.45;4.71;N;M
15;01;SLD;Piotr Tadeusz GÓRNIKIEWICZ;5106;1.75;51.40;N;M
15;02;SLD;Lilija TWARDOSZ;893;0.31;8.99;N;K
15;03;SLD;Wojciech Konrad SUSEŁ;495;0.17;4.98;N;M
15;04;SLD;Andrzej Jan CZAJKA;351;0.12;3.53;N;M
15;05;SLD;Dorota KOCOŃ;428;0.15;4.31;N;K
15;06;SLD;Maria JAŚKO;284;0.10;2.86;N;K
15;07;SLD;Konrad CIERNIA;143;0.05;1.44;N;M
15;08;SLD;Sylwia Wioletta LASKA;456;0.16;4.59;N;K
15;09;SLD;Łukasz Paweł SKURCZYŃSKI;122;0.04;1.23;N;M
15;10;SLD;Piotr TABOR;210;0.07;2.11;N;M
15;11;SLD;Kinga Sylwia KOPEĆ;215;0.07;2.16;N;K
15;12;SLD;Alicja Łucja SERWIN;143;0.05;1.44;N;K
15;13;SLD;Anna Józefa ŁABNO;212;0.07;2.13;N;K
15;14;SLD;Klaudia Roksana KUŹMA;89;0.03;0.90;N;K
15;15;SLD;Piotr Rudolf OLEKSY;246;0.08;2.48;N;M
15;16;SLD;Jerzy Andrzej WOŹNIAK;540;0.19;5.44;N;M
16;01;PO;Marcin Piotr KIERWIŃSKI;16271;5.42;32.97;T;M
16;02;PO;Elżbieta Teresa GAPIŃSKA;11733;3.91;23.77;T;K
16;03;PO;Waldemar WARDZIŃSKI;3728;1.24;7.55;N;M
16;04;PO;Beata Małgorzata RUSINOWSKA;4362;1.45;8.84;N;K
16;05;PO;Michał BODENSZAC;1028;0.34;2.08;N;M
16;06;PO;Bartosz DEJA;515;0.17;1.04;N;M
16;07;PO;Agnieszka KORAJCZYK-SZYPERSKA;2691;0.90;5.45;N;K
16;08;PO;Paulina Ada ADAMIAK;889;0.30;1.80;N;K
16;09;PO;Andrzej Jerzy GONTARSKI;640;0.21;1.30;N;M
16;10;PO;Agnieszka KAJKOWSKA;714;0.24;1.45;N;K
16;11;PO;Marcin BACZEWSKI;574;0.19;1.16;N;M
16;12;PO;Monika SZYMAŃCZYK;721;0.24;1.46;N;K
16;13;PO;Marcin CISZEWSKI;415;0.14;0.84;N;M
16;14;PO;Beata AMBROZIAK;827;0.28;1.68;N;K
16;15;PO;Katarzyna Monika JĘDRUSZCZAK;213;0.07;0.43;N;K
16;16;PO;Krzysztof SKROBISZ;468;0.16;0.95;N;M
16;17;PO;Aneta UCHWAŁ;337;0.11;0.68;N;K
16;18;PO;Kamil KASZUBA;703;0.23;1.42;N;M
16;19;PO;Marcin Hubert PIOTROWSKI;512;0.17;1.04;N;M
16;20;PO;Waldemar Marek TROCHIMIUK;2012;0.67;4.08;N;M
16;01;PSL;Piotr ZGORZELSKI;8070;2.69;25.22;T;M
16;02;PSL;Mirosław Adam ORLIŃSKI;4581;1.53;14.32;N;M
16;03;PSL;Wiesława KRAWCZYK;1906;0.63;5.96;N;K
16;04;PSL;Konrad WOJNAROWSKI;2797;0.93;8.74;N;M
16;05;PSL;Elżbieta SZYMANIK;2118;0.71;6.62;N;K
16;06;PSL;Jolanta Grażyna ŁUKASIAK-MALICKA;530;0.18;1.66;N;K
16;07;PSL;Sławomir Arkadiusz ŚWIERZYŃSKI;2182;0.73;6.82;N;M
16;08;PSL;Ireneusz REJMUS;1680;0.56;5.25;N;M
16;09;PSL;Lucjan Krzysztof CHRZANOWSKI;326;0.11;1.02;N;M
16;10;PSL;Tomasz MATUSZEWSKI;529;0.18;1.65;N;M
16;11;PSL;Paweł PAKIEŁA;984;0.33;3.08;N;M
16;12;PSL;Aleksander Wiesław JAROSŁAWSKI;1726;0.57;5.39;N;M
16;13;PSL;Tomasz KOMINEK;932;0.31;2.91;N;M
16;14;PSL;Łukasz KAPCZYŃSKI;964;0.32;3.01;N;M
16;15;PSL;Agnieszka SULKOWSKA;323;0.11;1.01;N;K
16;16;PSL;Ewa KOWALAK;611;0.20;1.91;N;K
16;17;PSL;Teresa Emilia LUBECKA;89;0.03;0.28;N;K
16;18;PSL;Ewa Iwona SZTUBA;233;0.08;0.73;N;K
16;19;PSL;Jadwiga Ewa DURCZAK;115;0.04;0.36;N;K
16;20;PSL;Wiktor Władysław SZMULEWICZ;1298;0.43;4.06;N;M
16;01;PiS;Wojciech Stefan JASIŃSKI;31106;10.36;23.67;T;M
16;02;PiS;Marek OPIOŁA;14708;4.90;11.19;T;M
16;03;PiS;Maciej Roman WĄSIK;9977;3.32;7.59;T;M
16;04;PiS;Maciej MAŁECKI;18671;6.22;14.21;T;M
16;05;PiS;Robert Jerzy KOŁAKOWSKI;10960;3.65;8.34;T;M
16;06;PiS;Józef Grzegorz KUREK;7848;2.61;5.97;T;M
16;07;PiS;Anna Ewa CICHOLSKA;5387;1.79;4.10;N;K
16;08;PiS;Ewa Izabella SZYMAŃSKA;4342;1.45;3.30;N;K
16;09;PiS;Maria Bożena GAJEWSKA;2536;0.84;1.93;N;K
16;10;PiS;Waldemar Ryszard OLEJNICZAK;4920;1.64;3.74;N;M
16;11;PiS;Robert Maciej JANKOWSKI;2156;0.72;1.64;N;M
16;12;PiS;Danuta Bożena BIAŁKOWSKA;805;0.27;0.61;N;K
16;13;PiS;Tomasz KORGA;3160;1.05;2.40;N;M
16;14;PiS;Kamil CUPAŁ;1378;0.46;1.05;N;M
16;15;PiS;Krzysztof BIEŃKOWSKI;4759;1.59;3.62;N;M
16;16;PiS;Iwona Ewa ZDUNEK;873;0.29;0.66;N;K
16;17;PiS;Krystyna ZAJĄC;1370;0.46;1.04;N;K
16;18;PiS;Radosław STOKŁOSA;719;0.24;0.55;N;M
16;19;PiS;Agnieszka Maria KRZĘTOWSKA;1203;0.40;0.92;N;K
16;20;PiS;Albert Paweł KOŁODZIEJSKI;4553;1.52;3.46;N;M
16;01;SLD;Włodzimierz CZARZASTY;13156;4.38;53.83;N;M
16;02;SLD;Stanisław Jan JAKUBOWSKI;1421;0.47;5.81;N;M
16;03;SLD;Marek BUDZICH;1766;0.59;7.23;N;M
16;04;SLD;Marek KIWIT;1173;0.39;4.80;N;M
16;05;SLD;Magdalena Łucja PRĘGOWSKA;889;0.30;3.64;N;K
16;06;SLD;Krzysztof Jerzy WAŚKOWSKI;544;0.18;2.23;N;M
16;07;SLD;Jerzy SPODOBALSKI;436;0.15;1.78;N;M
16;08;SLD;Sławomir Jerzy WIŚNIEWSKI;549;0.18;2.25;N;M
16;09;SLD;Arkadiusz GÓRALCZYK;394;0.13;1.61;N;M
16;10;SLD;Ilona IWANIAK;1061;0.35;4.34;N;K
16;11;SLD;Jacek KOZŁOWSKI;484;0.16;1.98;N;M
16;12;SLD;Zbigniew KRÓLIKOWSKI;213;0.07;0.87;N;M
16;13;SLD;Piotr Andrzej SKIERKOWSKI;325;0.11;1.33;N;M
16;14;SLD;Wojciech Józef ROMALSKI;135;0.04;0.55;N;M
16;15;SLD;Małgorzata LINOWSKA;257;0.09;1.05;N;K
16;16;SLD;Aldona SKORUPSKA;136;0.05;0.56;N;K
16;17;SLD;Elżbieta PODWIĄZKA;165;0.05;0.68;N;K
16;18;SLD;Agata Anna RULL QUESADA;205;0.07;0.84;N;K
16;19;SLD;Wojciech CICHOCKI;179;0.06;0.73;N;M
16;20;SLD;Teresa MALINOWSKA;952;0.32;3.90;N;K
17;01;PO;Leszek Jan RUSZCZYK;14537;5.28;30.08;T;M
17;02;PO;Ludwik Stanisław DORN;4214;1.53;8.72;N;M
17;03;PO;Anna Maria BIAŁKOWSKA;7466;2.71;15.45;T;K
17;04;PO;Tomasz Józef ŚMIETANKA;3824;1.39;7.91;N;M
17;05;PO;Małgorzata Anna WOŹNIAK;1976;0.72;4.09;N;K
17;06;PO;Anita Elżbieta GOŁOSZ;1086;0.39;2.25;N;K
17;07;PO;Aneta BORS;1248;0.45;2.58;N;K
17;08;PO;Wojciech Bogdan KUTYŁA;522;0.19;1.08;N;M
17;09;PO;Witold WÓJCIK;1095;0.40;2.27;N;M
17;10;PO;Marek Michał WIKIŃSKI;3550;1.29;7.35;N;M
17;11;PO;Aneta Izabela ŚLEDŹ;638;0.23;1.32;N;K
17;12;PO;Mariola Izabela SZYMCZYK;778;0.28;1.61;N;K
17;13;PO;Jakub WIECZOREK;317;0.12;0.66;N;M
17;14;PO;Alina Maria SZELIGA;359;0.13;0.74;N;K
17;15;PO;Magdalena Dorota LASOTA;1521;0.55;3.15;N;K
17;16;PO;Izabela Maria WOŁEK;169;0.06;0.35;N;K
17;17;PO;Jacek Adam KACPRZAK;475;0.17;0.98;N;M
17;18;PO;Marta Ewelina MICHALSKA - WILK;4557;1.66;9.43;N;K
17;01;PSL;Mirosław Wojciech MALISZEWSKI;7959;2.89;30.69;T;M
17;02;PSL;Zbigniew GOŁĄBEK;2901;1.05;11.19;N;M
17;03;PSL;Piotr PAPIS;5845;2.12;22.54;N;M
17;04;PSL;Artur DĄBROWSKI;988;0.36;3.81;N;M
17;05;PSL;Bogusława Janina JAWORSKA;1520;0.55;5.86;N;K
17;06;PSL;Stanisław BRZÓZKA;462;0.17;1.78;N;M
17;07;PSL;Teresa Jadwiga BARTOSIEWICZ;774;0.28;2.98;N;K
17;08;PSL;Krzysztof FERENSZTAJN;736;0.27;2.84;N;M
17;09;PSL;Barbara Elżbieta GĄSIOROWSKA;670;0.24;2.58;N;K
17;10;PSL;Maria Agnieszka WĘGRZECKA;406;0.15;1.57;N;K
17;11;PSL;Roman Bogusław WOŹNIAK;603;0.22;2.33;N;M
17;12;PSL;Olga Agata JUREK;316;0.11;1.22;N;K
17;13;PSL;Agnieszka Barbara STOLARCZYK;583;0.21;2.25;N;K
17;14;PSL;Tomasz Jan SKIBA;818;0.30;3.15;N;M
17;15;PSL;Bronisława Krystyna JASTRZĘBSKA;109;0.04;0.42;N;K
17;16;PSL;Ryszard Marek JONCZYK;208;0.08;0.80;N;M
17;17;PSL;Katarzyna Ewa KOŁODZIEJSKA;168;0.06;0.65;N;K
17;18;PSL;Dariusz PIĄTEK;867;0.31;3.34;N;M
17;01;PiS;Marek Witold SUSKI;36542;13.27;27.95;T;M
17;02;PiS;Wojciech SKURKIEWICZ;7058;2.56;5.40;T;M
17;03;PiS;Andrzej Tomasz KOSZTOWNIAK;23521;8.54;17.99;T;M
17;04;PiS;Dariusz BĄK;17961;6.52;13.74;T;M
17;05;PiS;Anna KWIECIEŃ;7458;2.71;5.70;T;K
17;06;PiS;Radosław Aleksander FOGIEL;6968;2.53;5.33;N;M
17;07;PiS;Waldemar Dariusz TRELKA;3151;1.14;2.41;N;M
17;08;PiS;Lucyna Emilia WIŚNIEWSKA;6382;2.32;4.88;N;K
17;09;PiS;Agnieszka GÓRSKA;4548;1.65;3.48;N;K
17;10;PiS;Małgorzata Danuta PÓŁBRATEK;951;0.35;0.73;N;K
17;11;PiS;Anna Monika FIET;1266;0.46;0.97;N;K
17;12;PiS;Ewa Iwona MARKOWSKA-BZDUCHA;1174;0.43;0.90;N;K
17;13;PiS;Ewa BIAŁECKA;4064;1.48;3.11;N;K
17;14;PiS;Zbigniew Wojciech TUZINEK;2146;0.78;1.64;N;M
17;15;PiS;Lidia Janina LIGOROWSKA;649;0.24;0.50;N;K
17;16;PiS;Grażyna Bożena KUC;985;0.36;0.75;N;K
