okr;nrk;komitet;kandydat;glosy;procent;procentl;wynik;plec
37;08;SLD;Rafał PERA;486;0.18;1.49;N;M
37;09;SLD;Miłosława Dorota STĘPIEŃ;573;0.21;1.76;N;K
37;10;SLD;Jan Stanisław LUBAS;634;0.23;1.94;N;M
37;11;SLD;Jadwiga Elżbieta JARONIEWSKA;534;0.19;1.64;N;K
37;12;SLD;Mirosława WIECZORKIEWICZ;526;0.19;1.61;N;K
37;13;SLD;Marcin JAGODZIŃSKI;514;0.19;1.57;N;M
37;14;SLD;Eleonora MATUSZEWSKA;159;0.06;0.49;N;K
37;15;SLD;Agnieszka Kazimiera FRĄCKOWIAK;358;0.13;1.10;N;K
37;16;SLD;Eleonora Krystyna MĄDRA;370;0.13;1.13;N;K
37;17;SLD;Adrian KRÓL;585;0.21;1.79;N;M
37;18;SLD;Marian Mirosław MARCZEWSKI;1684;0.61;5.16;N;M
38;01;PO;Maria Małgorzata JANYSKA;21700;8.03;25.88;T;K
38;02;PO;Jakub Adam RUTNICKI;27916;10.33;33.29;T;M
38;03;PO;Killion Munzele MUNYAMA;6259;2.32;7.46;T;M
38;04;PO;Jacek Wojciech BOGUSŁAWSKI;4016;1.49;4.79;N;M
38;05;PO;Anna RACA;3094;1.14;3.69;N;K
38;06;PO;Zbigniew Czesław AJCHLER;7275;2.69;8.68;T;M
38;07;PO;Grzegorz Michał OWCZARZAK;2071;0.77;2.47;N;M
38;08;PO;Stanisław Marcin CHMIELEWSKI;2617;0.97;3.12;N;M
38;09;PO;Małgorzata Alicja KARWACKA;1147;0.42;1.37;N;K
38;10;PO;Iwona Anna KOSTRZEWA-LEWIŃSKA;1364;0.50;1.63;N;K
38;11;PO;Arkadiusz Jerzy DOLECKI;552;0.20;0.66;N;M
38;12;PO;Małgorzata Barbara JAGIEŁŁOWICZ;479;0.18;0.57;N;K
38;13;PO;Sławomir PRZYBYLAK;518;0.19;0.62;N;M
38;14;PO;Przemysław Jerzy NITSCHKA;536;0.20;0.64;N;M
38;15;PO;Roman TRZĘSIMIECH;428;0.16;0.51;N;M
38;16;PO;Anna Jadwiga POSPIESZNA;476;0.18;0.57;N;K
38;17;PO;Grzegorz Alojzy BOGACZ;1087;0.40;1.30;N;M
38;18;PO;Beata DUDZIŃSKA;2310;0.85;2.76;N;K
38;01;PSL;Krzysztof Michał PASZYK;3345;1.24;16.15;T;M
38;02;PSL;Ryszard NAPIERAŁA;2833;1.05;13.68;N;M
38;03;PSL;Ryszard GOŁAWSKI;2797;1.03;13.50;N;M
38;04;PSL;Irena Maria WOJCIECHOWSKA;830;0.31;4.01;N;K
38;05;PSL;Julian Rafał MAZUREK;1058;0.39;5.11;N;M
38;06;PSL;Andrzej WITA;2386;0.88;11.52;N;M
38;07;PSL;Dominika Anna KOCZOROWSKA;947;0.35;4.57;N;K
38;08;PSL;Barbara Mirosława ADAMCZAK;414;0.15;2.00;N;K
38;09;PSL;Ryszard Zbigniew URBAŃSKI;246;0.09;1.19;N;M
38;10;PSL;Tomasz Bronisław KRANC;1397;0.52;6.74;N;M
38;11;PSL;Agnieszka MAGNUCKA;222;0.08;1.07;N;K
38;12;PSL;Eugeniusz Wiktor KUCNER;869;0.32;4.20;N;M
38;13;PSL;Andrzej BOBROWSKI;338;0.13;1.63;N;M
38;14;PSL;Jan Marek PIKULIK;796;0.29;3.84;N;M
38;15;PSL;Agnieszka MROTEK;553;0.20;2.67;N;K
38;16;PSL;Maciej Leon CHAŁUPKA;635;0.23;3.07;N;M
38;17;PSL;Katarzyna ROLLA;283;0.10;1.37;N;K
38;18;PSL;Renata Małgorzata MAŁECKA;763;0.28;3.68;N;K
38;01;PiS;Maks KRACZKOWSKI;20503;7.59;27.83;T;M
38;02;PiS;Krzysztof Paweł ŁAPIŃSKI;8114;3.00;11.01;T;M
38;03;PiS;Marta Ryszarda KUBIAK;4816;1.78;6.54;N;K
38;04;PiS;Grzegorz PIECHOWIAK;5667;2.10;7.69;N;M
38;05;PiS;Andrzej Janusz OKPISZ;2601;0.96;3.53;N;M
38;06;PiS;Witold Zbigniew PERSKI;1968;0.73;2.67;N;M
38;07;PiS;Jerzy Stanisław WIERZCHOWIECKI;3791;1.40;5.15;N;M
38;08;PiS;Halina Teresa SOBOTA;2465;0.91;3.35;N;K
38;09;PiS;Antoni JANIK;1715;0.63;2.33;N;M
38;10;PiS;Maria Małgorzata PRZYBYLSKA;3681;1.36;5.00;N;K
38;11;PiS;Ewa PIECHOWIAK;1485;0.55;2.02;N;K
38;12;PiS;Marcin Bartosz PORZUCEK;6690;2.48;9.08;T;M
38;13;PiS;Bogdan Włodzimierz FLEMING;789;0.29;1.07;N;M
38;14;PiS;Jerzy PODMOKŁY;3933;1.46;5.34;N;M
38;15;PiS;Dorota Justyna JAŚKOWIAK;1049;0.39;1.42;N;K
38;16;PiS;Anna Maria DZIARMAGA;1072;0.40;1.46;N;K
38;17;PiS;Marcin STRÓŻYŃSKI;1647;0.61;2.24;N;M
38;18;PiS;Iwona Małgorzata FIDURSKA;1679;0.62;2.28;N;K
38;01;SLD;Romuald Kazimierz AJCHLER;12544;4.64;50.74;N;M
38;02;SLD;Jan LUS;2385;0.88;9.65;N;M
38;03;SLD;Anna Elżbieta WILK-BARAN;1155;0.43;4.67;N;K
38;04;SLD;Adam Roman CUKIER;1399;0.52;5.66;N;M
38;05;SLD;Krzysztof Mariusz OSTROWSKI;1155;0.43;4.67;N;M
38;06;SLD;Wiesław CYGAN;308;0.11;1.25;N;M
38;07;SLD;Elżbieta Barbara JURCZYŃSKA;806;0.30;3.26;N;K
38;08;SLD;Paweł BĘBEN;257;0.10;1.04;N;M
38;09;SLD;Czesław KORYCKI;259;0.10;1.05;N;M
38;10;SLD;Jarosław LIBERA;557;0.21;2.25;N;M
38;11;SLD;Barbara KSYCKA;887;0.33;3.59;N;K
38;12;SLD;Ryszard ŻEBRYK;394;0.15;1.59;N;M
38;13;SLD;Aleksander Piotr KOŁODZIEJ;189;0.07;0.76;N;M
38;14;SLD;Judyta REJDUKOWSKA;266;0.10;1.08;N;K
38;15;SLD;Sebastian Antoni TULIŃSKI;382;0.14;1.55;N;M
38;16;SLD;Ludmiła Mirosława JACHIMOWICZ-KOSIOREK;170;0.06;0.69;N;K
38;17;SLD;Agnieszka Magdalena GRZECHOWIAK;1610;0.60;6.51;N;K
39;01;PO;Szymon Jerzy ZIÓŁKOWSKI;29760;7.26;20.36;T;M
39;02;PO;Rafał Szymon GRUPIŃSKI;29122;7.10;19.93;T;M
39;03;PO;Bożena Stanisława SZYDŁOWSKA;15596;3.80;10.67;T;K
39;04;PO;Waldy DZIKOWSKI;27991;6.83;19.15;T;M
39;05;PO;Konrad ZARADNY;7392;1.80;5.06;N;M
39;06;PO;Tatiana Marta SOKOŁOWSKA;1925;0.47;1.32;N;K
39;07;PO;Bartosz Maciej DERECH;3402;0.83;2.33;N;M
39;08;PO;Małgorzata WOŹNIAK;1975;0.48;1.35;N;K
39;09;PO;Michał STULIGROSZ;5137;1.25;3.52;N;M
39;10;PO;Marek Jan STERNALSKI;1027;0.25;0.70;N;M
39;11;PO;Katarzyna Maria LEWANDOWSKA;2035;0.50;1.39;N;K
39;12;PO;Jacek Jerzy TOMCZAK;10687;2.61;7.31;T;M
39;13;PO;Łukasz ZARZYCKI;1273;0.31;0.87;N;M
39;14;PO;Marzena FIEDLER;2198;0.54;1.50;N;K
39;15;PO;Jakub Jan MUSIAŁ;1013;0.25;0.69;N;M
39;16;PO;Teresa Elżbieta SOCHOŃ;307;0.07;0.21;N;K
39;17;PO;Agnieszka Anna SOMMERFELD;956;0.23;0.65;N;K
39;18;PO;Waldemar Hieronim NOGALSKI;419;0.10;0.29;N;M
39;19;PO;Bartosz KRÓLCZYK;420;0.10;0.29;N;M
39;20;PO;Alicja KOBUS;3506;0.86;2.40;N;K
39;01;PSL;Wojciech JANKOWIAK;2833;0.69;36.28;N;M
39;02;PSL;Marek Piotr BAUMGART;652;0.16;8.35;N;M
39;03;PSL;Marcin Krzysztof KALEMBA;1287;0.31;16.48;N;M
39;04;PSL;Agnieszka Adriana BRZEZIŃSKA;356;0.09;4.56;N;K
39;05;PSL;Michał Julian PODSADA;784;0.19;10.04;N;M
39;06;PSL;Małgorzata Agnieszka SAJA-FLIEGER;103;0.03;1.32;N;K
39;07;PSL;Jerzy Sławomir FALBIERSKI;357;0.09;4.57;N;M
39;08;PSL;Arkadiusz Stanisław BŁOCHOWIAK;167;0.04;2.14;N;M
39;09;PSL;Izabela Jadwiga MROCZEK;148;0.04;1.90;N;K
39;10;PSL;Dariusz BĄCZKOWSKI;87;0.02;1.11;N;M
39;11;PSL;Barbara Teresa CZESZEWSKA;88;0.02;1.13;N;K
39;12;PSL;Ryszard Zbigniew JAWORSKI;106;0.03;1.36;N;M
39;13;PSL;Cezary Jerzy SINIECKI;49;0.01;0.63;N;M
39;14;PSL;Anna Maria ANDRZEJEWSKA;220;0.05;2.82;N;K
39;15;PSL;Jan BURLAGA;56;0.01;0.72;N;M
39;16;PSL;Ewelina Magdalena WYSOCKA-BABST;42;0.01;0.54;N;K
39;17;PSL;Krzysztof CHIRREK;42;0.01;0.54;N;M
39;18;PSL;Ewa ROSIK;150;0.04;1.92;N;K
39;19;PSL;Olga Sara KOSTANIAK;95;0.02;1.22;N;K
39;20;PSL;Bartosz Łukasz ZIELONACKI;187;0.05;2.39;N;M
39;01;PiS;Tadeusz Antoni DZIUBA;32910;8.03;33.59;T;M
39;02;PiS;Dariusz Tadeusz LIPIŃSKI;5870;1.43;5.99;N;M
39;03;PiS;Paweł Włodzimierz SZAŁAMACHA;7272;1.77;7.42;N;M
39;04;PiS;Zbigniew Grzegorz HOFFMANN;3136;0.77;3.20;N;M
39;05;PiS;Szymon Andrzej SZYNKOWSKI_VEL_SĘK;8676;2.12;8.86;T;M
39;06;PiS;Lidia Danuta DUDZIAK;5797;1.41;5.92;N;K
39;07;PiS;Tadeusz ZYSK;2643;0.64;2.70;N;M
39;08;PiS;Bogusław Roman KIERNICKI;4289;1.05;4.38;N;M
39;09;PiS;Ewa Anna JEMIELITY;2981;0.73;3.04;N;K
39;10;PiS;Zbigniew CZERWIŃSKI;2088;0.51;2.13;N;M
39;11;PiS;Bartłomiej Piotr WRÓBLEWSKI;14108;3.44;14.40;T;M
39;12;PiS;Ewa KULECZKA-DRAUSOWSKA;982;0.24;1.00;N;K
39;13;PiS;Dawid OLEJNICZAK;1230;0.30;1.26;N;M
39;14;PiS;Tomasz Jerzy PAWŁOWSKI;624;0.15;0.64;N;M
39;15;PiS;Małgorzata Maria FOLTYN;883;0.22;0.90;N;K
39;16;PiS;Filip WIŚNIEWSKI;468;0.11;0.48;N;M
39;17;PiS;Iwona Anna BRZOZOWSKA;791;0.19;0.81;N;K
39;18;PiS;Kamila Helena COMBA;174;0.04;0.18;N;K
39;19;PiS;Zofia DOBROWOLSKA;984;0.24;1.00;N;K
39;20;PiS;Filip ŻELAZNY;2069;0.50;2.11;N;M
39;01;SLD;Waldemar Włodzimierz WITKOWSKI;8982;2.19;27.15;N;M
39;02;SLD;Marek Leon NIEDBAŁA;6315;1.54;19.09;N;M
39;03;SLD;Katarzyna Maria KRETKOWSKA;9531;2.33;28.81;N;K
39;04;SLD;Katarzyna UEBERHAN;1182;0.29;3.57;N;K
39;05;SLD;Beata Kinga URBAŃSKA;891;0.22;2.69;N;K
39;06;SLD;Halina Maria OWSIANNA;788;0.19;2.38;N;K
39;07;SLD;Joanna GABIŚ;899;0.22;2.72;N;K
39;08;SLD;Arkadiusz KLUK;347;0.08;1.05;N;M
39;09;SLD;Lucjan Gerard DUTKIEWICZ;449;0.11;1.36;N;M
39;10;SLD;Henryk KANIA;763;0.19;2.31;N;M
39;11;SLD;Bożena STRADOWSKA-ADAMSKA;315;0.08;0.95;N;K
39;12;SLD;Monika Barbara KORALEWSKA;359;0.09;1.09;N;K
39;13;SLD;Aleksandra Maria WOŹNIAK;342;0.08;1.03;N;K
39;14;SLD;Bartosz Krzysztof NOWACKI;309;0.08;0.93;N;M
39;15;SLD;Stanisław SCHUPKE;115;0.03;0.35;N;M
39;16;SLD;Patryk Piotr MARCINIAK;169;0.04;0.51;N;M
39;17;SLD;Marcin Jan KRAWCZYK;140;0.03;0.42;N;M
39;18;SLD;Katarzyna Ewa JAGODA;544;0.13;1.64;N;K
39;19;SLD;Tomasz Dariusz LUBKA;145;0.04;0.44;N;M
39;20;SLD;Janusz MUZYCZEK;495;0.12;1.50;N;M
4;01;PO;Zbigniew Michał PAWŁOWICZ;32552;8.70;29.34;T;M
4;02;PO;Teresa PIOTROWSKA;18678;4.99;16.83;T;K
4;03;PO;Paweł Bartosz OLSZEWSKI;14438;3.86;13.01;T;M
4;04;PO;Krzysztof BREJZA;15951;4.26;14.38;T;M
4;05;PO;Iwona Maria KOZŁOWSKA;6406;1.71;5.77;N;K
4;06;PO;Grażyna Jolanta CIEMNIAK;3467;0.93;3.12;N;K
4;07;PO;Łukasz Marcin KRUPA;3373;0.90;3.04;N;M
4;08;PO;Aleksandra Bogumiła NOWAKOWSKA;3208;0.86;2.89;N;K
4;09;PO;Adam Marek GATNER;623;0.17;0.56;N;M
4;10;PO;Halina Maria JANOWSKA-GIŁKA;1284;0.34;1.16;N;K
4;11;PO;Elżbieta Teresa RUSIELEWICZ;644;0.17;0.58;N;K
4;12;PO;Bartosz Leszek NOWACKI;835;0.22;0.75;N;M
4;13;PO;Wojciech BETHKE;634;0.17;0.57;N;M
4;14;PO;Marek Mirosław SOBCZAK;698;0.19;0.63;N;M
4;15;PO;Maria WRÓBEL;585;0.16;0.53;N;K
4;16;PO;Grzegorz GACA;983;0.26;0.89;N;M
4;17;PO;Marek STASZCZYK;238;0.06;0.21;N;M
4;18;PO;Edward Ignacy HARTWICH;394;0.11;0.36;N;M
4;19;PO;Paulina Barbara POPA;356;0.10;0.32;N;K
4;20;PO;Daniel Marek SZŁAPIŃSKI;167;0.04;0.15;N;M
4;21;PO;Michał WĄSOWICZ;344;0.09;0.31;N;M
4;22;PO;Paulina Maria GATZA;461;0.12;0.42;N;K
4;23;PO;Dominik MALICKI;335;0.09;0.30;N;M
4;24;PO;Robert SYCZ;4294;1.15;3.87;N;M
4;01;PSL;Eugeniusz KŁOPOTEK;9143;2.44;40.28;T;M
4;02;PSL;Ewa Monika MES;2475;0.66;10.90;N;K
4;03;PSL;Dariusz KURZAWA;2452;0.66;10.80;N;M
4;04;PSL;Marek Daniel DOMŻAŁA;1320;0.35;5.81;N;M
4;05;PSL;Zofia Władysława KOZŁOWSKA;1221;0.33;5.38;N;K
4;06;PSL;Ewa CZAPIEWSKA-SIEKIERKA;582;0.16;2.56;N;K
4;07;PSL;Tadeusz ZABOROWSKI;1074;0.29;4.73;N;M
4;08;PSL;Franciszek KOSZOWSKI;1248;0.33;5.50;N;M
4;09;PSL;Ewa Teresa ANKIEWICZ-JASIŃSKA;149;0.04;0.66;N;K
4;10;PSL;Katarzyna Anna SADOWSKA;248;0.07;1.09;N;K
4;11;PSL;Teresa Grażyna LISTEWNIK;225;0.06;0.99;N;K
4;12;PSL;Aleksandra SZUBARGA-DWOREK;173;0.05;0.76;N;K
4;13;PSL;Andrzej Mikołaj SIERADZKI;343;0.09;1.51;N;M
4;14;PSL;Aleksandra Maria STANEK;287;0.08;1.26;N;K
4;15;PSL;Anna WOLENDER;79;0.02;0.35;N;K
4;16;PSL;Zbigniew Piotr KAPUSTA;189;0.05;0.83;N;M
4;17;PSL;Małgorzata WAJER;73;0.02;0.32;N;K
4;18;PSL;Elżbieta ZAKRYŚ;126;0.03;0.56;N;K
4;19;PSL;Adam OLER;95;0.03;0.42;N;M
4;20;PSL;Stanisław Józef BUŚ;279;0.07;1.23;N;M
4;21;PSL;Bogdan JANUSZEWSKI;189;0.05;0.83;N;M
4;22;PSL;Joanna GRZANKA-BOGATEK;135;0.04;0.59;N;K
4;23;PSL;Paweł Maksymilian SANKOWSKI;146;0.04;0.64;N;M
4;24;PSL;Eligiusz PATALAS;450;0.12;1.98;N;M
4;01;PiS;Tomasz Edward LATOS;40288;10.76;35.65;T;M
4;02;PiS;Piotr Marek KRÓL;10773;2.88;9.53;T;M
4;03;PiS;Bartosz Józef KOWNACKI;9044;2.42;8.00;T;M
4;04;PiS;Ewa Elżbieta KOZANECKA;6851;1.83;6.06;T;K
4;05;PiS;Andrzej WALKOWIAK;2715;0.73;2.40;N;M
4;06;PiS;Edmund MIKOŁAJCZAK;4691;1.25;4.15;N;M
4;07;PiS;Łukasz Paweł SCHREIBER;7291;1.95;6.45;T;M
4;08;PiS;Maciej SZOTA;4667;1.25;4.13;N;M
4;09;PiS;Silvana Jadwiga OCZKOWSKA;2104;0.56;1.86;N;K
4;10;PiS;Grażyna Edyta SZABELSKA;5708;1.53;5.05;N;K
4;11;PiS;Bartosz Andrzej BEMBNISTA;1249;0.33;1.11;N;M
4;12;PiS;Wojciech NIEMCZYK;770;0.21;0.68;N;M
4;13;PiS;Elżbieta Barbara WYSOCKA;1761;0.47;1.56;N;K
4;14;PiS;Marek Jan KIEŁPIŃSKI;845;0.23;0.75;N;M
4;15;PiS;Honorata Bernadeta ZÜGER;226;0.06;0.20;N;K
4;16;PiS;Józef Stanisław ZNAMIROWSKI;619;0.17;0.55;N;M
4;17;PiS;Magdalena SIWAK;962;0.26;0.85;N;K
4;18;PiS;Iwona Karolina STACHEL;244;0.07;0.22;N;K
4;19;PiS;Leszek Piotr KACZYŃSKI;2729;0.73;2.41;N;M
4;20;PiS;Anna-Maria SZYMAŃSKA;1362;0.36;1.21;N;K
4;21;PiS;Jerzy Wojciech ŁAGANOWSKI;1145;0.31;1.01;N;M
4;22;PiS;Maciej Łukasz RÓŻYCKI;1313;0.35;1.16;N;M
4;23;PiS;Agnieszka NOWACKA;2298;0.61;2.03;N;K
4;24;PiS;Marek Leon WITKOWSKI;3369;0.90;2.98;N;M
4;01;SLD;Krzysztof Kamil GAWKOWSKI;12956;3.46;34.47;N;M
4;02;SLD;Anna Zofia MACKIEWICZ;7227;1.93;19.23;N;K
4;03;SLD;Piotr Andrzej HEMMERLING;4012;1.07;10.68;N;M
4;04;SLD;Mateusz Dominik NESTEROK;432;0.12;1.15;N;M
4;05;SLD;Włodzimierz Michał FIGAS;1660;0.44;4.42;N;M
4;06;SLD;Tomasz KRZESIŃSKI;916;0.24;2.44;N;M
4;07;SLD;Wiesław Tadeusz MENARD;391;0.10;1.04;N;M
4;08;SLD;Tomasz Krzysztof MAJEWSKI;1089;0.29;2.90;N;M
4;09;SLD;Kamil Krzysztof PATALON;158;0.04;0.42;N;M
4;10;SLD;Beata KRAJEWSKA;1072;0.29;2.85;N;K
4;11;SLD;Aleksandra Anna SOBAŃSKA;508;0.14;1.35;N;K
4;12;SLD;Edyta Kinga SZULC;464;0.12;1.23;N;K
4;13;SLD;Mariola MOSIĄDZ-ŚMIGIEL;346;0.09;0.92;N;K
4;14;SLD;Sebastian Grzegorz GROCHOWALSKI;188;0.05;0.50;N;M
4;15;SLD;Elżbieta Anna KAMIŃSKA-ZIELIŃSKA;222;0.06;0.59;N;K
4;16;SLD;Anna Magdalena LUDWISIAK-KAWECKA;178;0.05;0.47;N;K
4;17;SLD;Waldemar KUBIAK;492;0.13;1.31;N;M
4;18;SLD;Magdalena Grażyna GÓRECKA;278;0.07;0.74;N;K
4;19;SLD;Hanna Jadwiga RYDZIK;189;0.05;0.50;N;K
4;20;SLD;Wioletta Krystyna NOWACKA;2716;0.73;7.23;N;K
4;21;SLD;Wiesława Teresa ARENT;363;0.10;0.97;N;K
4;22;SLD;Jerzy KOŁOMYJEC;174;0.05;0.46;N;M
4;23;SLD;Józef FRONTCZAK;470;0.13;1.25;N;M
4;24;SLD;Arkadiusz TROJANOWSKI;1082;0.29;2.88;N;M
40;01;PO;Marek Tomasz HOK;17647;8.13;27.04;T;M
40;02;PO;Stanisław GAWŁOWSKI;14264;6.57;21.86;T;M
40;03;PO;Wioletta KASZAK;4328;1.99;6.63;N;K
40;04;PO;Wiesław Jacek SUCHOWIEJKO;5308;2.45;8.13;N;M
40;05;PO;Krystyna KOŚCIŃSKA;4065;1.87;6.23;N;K
40;06;PO;Paweł SUSKI;5702;2.63;8.74;T;M
40;07;PO;Elżbieta Henryka GUMIŃSKA-WASIAK;2337;1.08;3.58;N;K
40;08;PO;Jacek Jerzy KOZŁOWSKI;1777;0.82;2.72;N;M
40;09;PO;Krystyna Maria SOKOLIŃSKA;1702;0.78;2.61;N;K
40;10;PO;Martyna Daria ŚLIWIŃSKA;920;0.42;1.41;N;K
40;11;PO;Andrzej Maciej SIWEK;1523;0.70;2.33;N;M
40;12;PO;Dorota CHRZANOWSKA;1352;0.62;2.07;N;K
40;13;PO;Krzysztof ORLIŃSKI;982;0.45;1.50;N;M
40;14;PO;Andrzej Sławomir PROTASEWICZ;1640;0.76;2.51;N;M
40;15;PO;Andrzej Stanisław BIELIŃSKI;395;0.18;0.61;N;M
40;16;PO;Marek SYRNYK;1320;0.61;2.02;N;M
40;01;PSL;Cezary SZELIGA;1518;0.70;16.92;N;M
40;02;PSL;Ryszard Józef MIĆKO;1469;0.68;16.37;N;M
40;03;PSL;Jan KRAWCZUK;1089;0.50;12.14;N;M
40;04;PSL;Aldona Barbara PRUSINOWSKA;336;0.15;3.74;N;K
40;05;PSL;Urszula HOPE;277;0.13;3.09;N;K
40;06;PSL;Lech BANY;636;0.29;7.09;N;M
40;07;PSL;Artur Waldemar BIEŃKOWSKI;283;0.13;3.15;N;M
40;08;PSL;Ewa MULARCZYK-SMUGA;295;0.14;3.29;N;K
40;09;PSL;Piotr Łukasz PAKUSZTO;499;0.23;5.56;N;M
40;10;PSL;Karolina Magdalena HUBERT;172;0.08;1.92;N;K
40;11;PSL;Roman BUDYNEK;684;0.32;7.62;N;M
40;12;PSL;Agata Bogumiła BRZEZIŃSKA;266;0.12;2.96;N;K
40;13;PSL;Krzysztof Paweł SIUBDZIA;268;0.12;2.99;N;M
40;14;PSL;Alicja Kamila CIESIELSKA;120;0.06;1.34;N;K
40;15;PSL;Tomasz Jan BUDZYŃSKI;591;0.27;6.59;N;M
40;16;PSL;Anna Elżbieta SZCZEPAŃSKA;469;0.22;5.23;N;K
40;01;PiS;Czesław HOC;25072;11.55;40.42;T;M
40;02;PiS;Paweł Maciej SZEFERNAKER;6991;3.22;11.27;T;M
40;03;PiS;Stefan Zdzisław STRZAŁKOWSKI;4977;2.29;8.02;N;M
40;04;PiS;Artur WIŚNIEWSKI;3093;1.43;4.99;N;M
40;05;PiS;Małgorzata Joanna GOLIŃSKA;7612;3.51;12.27;T;K
40;06;PiS;Marek Andrzej SUBOCZ;4504;2.08;7.26;N;M
40;07;PiS;Bogusław Adam OGORZAŁEK;759;0.35;1.22;N;M
40;08;PiS;Beata Maria SZANEL;884;0.41;1.43;N;K
40;09;PiS;Jan Krzysztof GÓRSKI;1129;0.52;1.82;N;M
40;10;PiS;Magdalena JANKOWSKA;1132;0.52;1.82;N;K
40;11;PiS;Arkadiusz Krzysztof GÓRKA;332;0.15;0.54;N;M
40;12;PiS;Marta GABRYŚ;1188;0.55;1.92;N;K
40;13;PiS;Łukasz Józef KROPLEWSKI;1811;0.83;2.92;N;M
40;14;PiS;Anna Gabriela STĘPIEŃ;1090;0.50;1.76;N;K
40;15;PiS;Mariusz NAGÓRSKI;1458;0.67;2.35;N;M
40;01;SLD;Stanisław Czesław WZIĄTEK;13196;6.08;53.43;N;M
40;02;SLD;Andrzej LEWANDOWSKI;1558;0.72;6.31;N;M
40;03;SLD;Małgorzata Genowefa CHYŁA;1479;0.68;5.99;N;K
40;04;SLD;Grzegorz Andrzej NISKI;844;0.39;3.42;N;M
40;05;SLD;Małgorzata Zofia STACHOWIAK;1158;0.53;4.69;N;K
40;06;SLD;Antoni Teofil SZARMACH;1725;0.79;6.98;N;M
40;07;SLD;Joanna Marzena CZERWIŃSKA;868;0.40;3.51;N;K
40;08;SLD;Michał PUZIAK;329;0.15;1.33;N;M
40;09;SLD;Danuta Ewa PIETRZELA;433;0.20;1.75;N;K
40;10;SLD;Juliusz Wilhelm ADEL;138;0.06;0.56;N;M
40;11;SLD;Maria DANKOWSKA;319;0.15;1.29;N;K
40;12;SLD;Włodzimierz Stanisław NIEMIEC;196;0.09;0.79;N;M
40;13;SLD;Remigiusz PĘCZEK;162;0.07;0.66;N;M
40;14;SLD;Maryla Zofia SOCHACKA;423;0.19;1.71;N;K
40;15;SLD;Stanisław CYBULA;766;0.35;3.10;N;M
40;16;SLD;Grzegorz Roman MACIEJASZ;1103;0.51;4.47;N;M
41;01;PO;Norbert Piotr OBRYCKI;16617;4.37;13.68;T;M
41;02;PO;Sławomir Witold NITRAS;20930;5.50;17.23;T;M
41;03;PO;Magdalena Maria KOCHAN;8972;2.36;7.39;T;K
41;04;PO;Renata ZAREMBA;5616;1.48;4.62;N;K
41;05;PO;Zofia ŁAWRYNOWICZ;6881;1.81;5.66;N;K
41;06;PO;Arkadiusz LITWIŃSKI;6765;1.78;5.57;N;M
41;07;PO;Konstanty Tomasz OŚWIĘCIMSKI;5412;1.42;4.46;N;M
41;08;PO;Arkadiusz MARCHEWKA;7147;1.88;5.88;T;M
41;09;PO;Ewa Ilona ŻMUDA-TRZEBIATOWSKA;5351;1.41;4.40;N;K
41;10;PO;Joanna ŻUROWSKA;4356;1.14;3.59;N;K
41;11;PO;Mariusz Piotr ADAMSKI;656;0.17;0.54;N;M
41;12;PO;Beata KIRYLUK;736;0.19;0.61;N;K
41;13;PO;Maria Alina ŻUKROWSKA-MRÓZ;997;0.26;0.82;N;K
41;14;PO;Wiktor TOŁOCZKO;938;0.25;0.77;N;M
41;15;PO;Józef DROZDOWSKI;604;0.16;0.50;N;M
41;16;PO;Elżbieta JABŁOŃSKA;2366;0.62;1.95;N;K
41;17;PO;Marcin Radosław WOJCIECHOWSKI;728;0.19;0.60;N;M
41;18;PO;Antoni Stanisław MICHNOWICZ;998;0.26;0.82;N;M
41;19;PO;Jarosław Roman RĘBIASZ;279;0.07;0.23;N;M
41;20;PO;Adam FEDEŃCZAK;1454;0.38;1.20;N;M
41;21;PO;Jarosław Patryk PRZYGODA;1051;0.28;0.87;N;M
41;22;PO;Piotr RĘBACZ;327;0.09;0.27;N;M
41;23;PO;Urszula PAŃKA;1620;0.43;1.33;N;K
41;24;PO;Bartosz Adam ARŁUKOWICZ;20678;5.43;17.02;T;M
41;01;PSL;Jarosław Michał RZEPA;3063;0.80;20.73;N;M
41;02;PSL;Zygmunt DZIEWGUĆ;1534;0.40;10.38;N;M
41;03;PSL;Olgierd KUSTOSZ;1156;0.30;7.82;N;M
41;04;PSL;Tadeusz JARZĘBAK;247;0.06;1.67;N;M
41;05;PSL;Stanisława BODNAR;729;0.19;4.93;N;K
41;06;PSL;Dorota Marta KORCZYŃSKA;428;0.11;2.90;N;K
41;07;PSL;Arkadiusz Zygmunt JANOWICZ;750;0.20;5.08;N;M
41;08;PSL;Paweł MAREK;661;0.17;4.47;N;M
41;09;PSL;Jan KOZAK;319;0.08;2.16;N;M
41;10;PSL;Ewa Agnieszka DELĄG;352;0.09;2.38;N;K
41;11;PSL;Mieczysław SYPIEŃ;456;0.12;3.09;N;M
41;12;PSL;Kazimierz LIPIŃSKI;778;0.20;5.27;N;M
41;13;PSL;Marek Marcin SYNOWIECKI;373;0.10;2.52;N;M
41;14;PSL;Dorota Ewa EKIERT;238;0.06;1.61;N;K
41;15;PSL;Bohdan January ROSZKOWSKI;222;0.06;1.50;N;M
41;16;PSL;Elżbieta ZIÓŁKOWSKA;270;0.07;1.83;N;K
41;17;PSL;Justyna JAKUBOWICZ;123;0.03;0.83;N;K
